job_archetype_id,job_title,career_index,domain,internal_job_profile_ids,internal_profile_state,work_product_id,work_product_name,work_product_family,exact_activity_ids,authoring_mode_candidate,enterprise_stream,context_types,primary_functions,canonical_object_candidate,authoring_primitive_candidate,upstream_inputs,downstream_handoff,evidence_requirement,review_state
EJOB-BUSINESS-PROCESS-ANALYST,Business Process Analyst,,"Communications, Information, PPM & Transformation — F29",JP-F29.03-PROFESSIONAL|JP-F29.04-PROFESSIONAL,reconciled-employment-profile,WP-W10-BUSINESS-PROCESS-ANALYST-002,Process SIPOC / Inputs-Outputs-Controls Model,STRUCTURE / BREAKDOWN,F29.03.A03,NATIVE,Operate,Process|Process Model|SOP|Workflow|Assessment|KPI,F29,Process Model / Redesign [AGG-26-PROCESS],Structure Browser|Enterprise Grid,enterprise architecture|process evidence|performance data|controlled procedures|automation requirements,operating model|SOPs|workflow automation|quality/compliance|continuous improvement,"Versioned hierarchy/structure with element identity, relationships, effectivity and approval provenance",candidate-explicit
EJOB-BUSINESS-PROCESS-ANALYST,Business Process Analyst,,"Communications, Information, PPM & Transformation — F29",JP-F29.03-PROFESSIONAL|JP-F29.04-PROFESSIONAL,reconciled-employment-profile,WP-W10-BUSINESS-PROCESS-ANALYST-003,Process Performance Baseline,CALCULATION / MODEL,F29.04.A01|F29.04.A02|F29.04.A03,NATIVE,Operate,Process|Process Model|SOP|Workflow|Assessment|KPI,F29,Process Analysis / Measure [AGG-26-ANALYSIS],Calculation Workbench|Enterprise Grid,enterprise architecture|process evidence|performance data|controlled procedures|automation requirements,operating model|SOPs|workflow automation|quality/compliance|continuous improvement,"Versioned calculation/model with inputs, assumptions, method, scenario and result provenance",candidate-explicit
EJOB-BUSINESS-PROCESS-ANALYST,Business Process Analyst,,"Communications, Information, PPM & Transformation — F29",JP-F29.03-PROFESSIONAL|JP-F29.04-PROFESSIONAL,reconciled-employment-profile,WP-W10-BUSINESS-PROCESS-ANALYST-004,Process Handoff / Bottleneck Analysis,CASE / ASSESSMENT,F29.04.A04|F29.04.A05,NATIVE,Operate,Process|Process Model|SOP|Workflow|Assessment|KPI,F29,Process Analysis / Measure [AGG-26-ANALYSIS],Case Workspace|Assessment Form|Evidence Panel,enterprise architecture|process evidence|performance data|controlled procedures|automation requirements,operating model|SOPs|workflow automation|quality/compliance|continuous improvement,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F29.01-PROFESSIONAL,Business Process Architect,,"Communications, Information, PPM & Transformation — F29",JP-F29.01-PROFESSIONAL,reconciled-employment-profile,WP-W10-F29.01-PROFESSIONAL-001,Enterprise Process Architecture / Hierarchy,STRUCTURE / BREAKDOWN,F29.01.A01,NATIVE,Operate,Process|Process Model|SOP|Workflow|Assessment|KPI,F29,Enterprise Process [AGG-26-PROCESS],Structure Browser|Enterprise Grid,enterprise architecture|process evidence|performance data|controlled procedures|automation requirements,operating model|SOPs|workflow automation|quality/compliance|continuous improvement,"Versioned hierarchy/structure with element identity, relationships, effectivity and approval provenance",candidate-explicit
EJOB-F29.01-PROFESSIONAL,Business Process Architect,,"Communications, Information, PPM & Transformation — F29",JP-F29.01-PROFESSIONAL,reconciled-employment-profile,WP-W10-F29.01-PROFESSIONAL-002,Process Identity / Catalogue Register,REGISTER / SCHEDULE,F29.01.A02,NATIVE,Operate,Process|Process Model|SOP|Workflow|Assessment|KPI,F29,Enterprise Process [AGG-26-PROCESS],Enterprise Grid|Collection View,enterprise architecture|process evidence|performance data|controlled procedures|automation requirements,operating model|SOPs|workflow automation|quality/compliance|continuous improvement,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F29.01-PROFESSIONAL,Business Process Architect,,"Communications, Information, PPM & Transformation — F29",JP-F29.01-PROFESSIONAL,reconciled-employment-profile,WP-W10-F29.01-PROFESSIONAL-003,Process Relationship Map,STRUCTURE / BREAKDOWN,F29.01.A03,NATIVE,Operate,Process|Process Model|SOP|Workflow|Assessment|KPI,F29,Enterprise Process [AGG-26-PROCESS],Structure Browser|Enterprise Grid,enterprise architecture|process evidence|performance data|controlled procedures|automation requirements,operating model|SOPs|workflow automation|quality/compliance|continuous improvement,"Versioned hierarchy/structure with element identity, relationships, effectivity and approval provenance",candidate-explicit
EJOB-F28.02-PROFESSIONAL,Change Analyst,,"Communications, Information, PPM & Transformation — F28",JP-F28.02-PROFESSIONAL,reconciled-employment-profile,WP-W10-F28.02-PROFESSIONAL-001,Change Impact Assessment,CASE / ASSESSMENT,F28.02.A01|F28.02.A02|F28.02.A03|F28.02.A04,NATIVE,Operate,Transformation|Change Impact|Stakeholder|Readiness|Adoption|Transition,F28,Change Impact Assessment [AGG-26-TRANSFORMATION],Case Workspace|Assessment Form|Evidence Panel,transformation strategy|current/target state|stakeholder/role/system data|training needs|benefit targets,organisation/process/system change|training|communications|adoption/benefits|operations handover,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F28.04-PROFESSIONAL,Change Communications Manager,,"Communications, Information, PPM & Transformation — F28",JP-F28.04-PROFESSIONAL,reconciled-employment-profile,WP-W10-F28.04-PROFESSIONAL-001,Change Message / Narrative,CONTROLLED INFORMATION,F28.04.A01,NATIVE,Operate,Transformation|Change Impact|Stakeholder|Readiness|Adoption|Transition,F28,Change Stakeholder / Communication [AGG-26-STAKEHOLDER-COHORT],Controlled Document Editor|Object Workspace,transformation strategy|current/target state|stakeholder/role/system data|training needs|benefit targets,organisation/process/system change|training|communications|adoption/benefits|operations handover,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F28.04-PROFESSIONAL,Change Communications Manager,,"Communications, Information, PPM & Transformation — F28",JP-F28.04-PROFESSIONAL,reconciled-employment-profile,WP-W10-F28.04-PROFESSIONAL-002,Change Communications Plan,PLAN / STRATEGY,F28.04.A02,NATIVE,Operate,Transformation|Change Impact|Stakeholder|Readiness|Adoption|Transition,F28,Change Stakeholder / Communication [AGG-26-STAKEHOLDER-COHORT],Object Workspace|Structure Browser|Enterprise Grid,transformation strategy|current/target state|stakeholder/role/system data|training needs|benefit targets,organisation/process/system change|training|communications|adoption/benefits|operations handover,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F28.04-PROFESSIONAL,Change Communications Manager,,"Communications, Information, PPM & Transformation — F28",JP-F28.04-PROFESSIONAL,reconciled-employment-profile,WP-W10-F28.04-PROFESSIONAL-003,Change Communication / Publication Record,EXECUTION RECORD,F28.04.A03,NATIVE,Operate,Transformation|Change Impact|Stakeholder|Readiness|Adoption|Transition,F28,Change Stakeholder / Communication [AGG-26-STAKEHOLDER-COHORT],Execution Record|Evidence Panel,transformation strategy|current/target state|stakeholder/role/system data|training needs|benefit targets,organisation/process/system change|training|communications|adoption/benefits|operations handover,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F28.05-PROFESSIONAL,Change Readiness & Training Lead,,"Communications, Information, PPM & Transformation — F28",JP-F28.05-PROFESSIONAL,reconciled-employment-profile,WP-W10-F28.05-PROFESSIONAL-001,Change Skills / Training Need Assessment,CASE / ASSESSMENT,F28.05.A01,NATIVE,Operate,Transformation|Change Impact|Stakeholder|Readiness|Adoption|Transition,F28,Readiness / Adoption [AGG-26-TRANSFORMATION],Case Workspace|Assessment Form|Evidence Panel,transformation strategy|current/target state|stakeholder/role/system data|training needs|benefit targets,organisation/process/system change|training|communications|adoption/benefits|operations handover,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F28.05-PROFESSIONAL,Change Readiness & Training Lead,,"Communications, Information, PPM & Transformation — F28",JP-F28.05-PROFESSIONAL,reconciled-employment-profile,WP-W10-F28.05-PROFESSIONAL-002,Change Training / Enablement Content,CONTROLLED INFORMATION,F28.05.A02,NATIVE,Operate,Transformation|Change Impact|Stakeholder|Readiness|Adoption|Transition,F28,Readiness / Adoption [AGG-26-TRANSFORMATION],Controlled Document Editor|Object Workspace,transformation strategy|current/target state|stakeholder/role/system data|training needs|benefit targets,organisation/process/system change|training|communications|adoption/benefits|operations handover,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F28.05-PROFESSIONAL,Change Readiness & Training Lead,,"Communications, Information, PPM & Transformation — F28",JP-F28.05-PROFESSIONAL,reconciled-employment-profile,WP-W10-F28.05-PROFESSIONAL-003,Change Training Delivery Record,EXECUTION RECORD,F28.05.A03,NATIVE,Operate,Transformation|Change Impact|Stakeholder|Readiness|Adoption|Transition,F28,Readiness / Adoption [AGG-26-TRANSFORMATION],Execution Record|Evidence Panel,transformation strategy|current/target state|stakeholder/role/system data|training needs|benefit targets,organisation/process/system change|training|communications|adoption/benefits|operations handover,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F28.05-PROFESSIONAL,Change Readiness & Training Lead,,"Communications, Information, PPM & Transformation — F28",JP-F28.05-PROFESSIONAL,reconciled-employment-profile,WP-W10-F28.05-PROFESSIONAL-004,Change Readiness Assessment,CASE / ASSESSMENT,F28.05.A04,NATIVE,Operate,Transformation|Change Impact|Stakeholder|Readiness|Adoption|Transition,F28,Readiness / Adoption [AGG-26-TRANSFORMATION],Case Workspace|Assessment Form|Evidence Panel,transformation strategy|current/target state|stakeholder/role/system data|training needs|benefit targets,organisation/process/system change|training|communications|adoption/benefits|operations handover,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F28.03-PROFESSIONAL,Change Stakeholder Manager,,"Communications, Information, PPM & Transformation — F28",JP-F28.03-PROFESSIONAL,reconciled-employment-profile,WP-W10-F28.03-PROFESSIONAL-001,Change Stakeholder Register,REGISTER / SCHEDULE,F28.03.A01,NATIVE,Operate,Transformation|Change Impact|Stakeholder|Readiness|Adoption|Transition,F28,Change Stakeholder / Communication [AGG-26-STAKEHOLDER-COHORT],Enterprise Grid|Collection View,transformation strategy|current/target state|stakeholder/role/system data|training needs|benefit targets,organisation/process/system change|training|communications|adoption/benefits|operations handover,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F28.03-PROFESSIONAL,Change Stakeholder Manager,,"Communications, Information, PPM & Transformation — F28",JP-F28.03-PROFESSIONAL,reconciled-employment-profile,WP-W10-F28.03-PROFESSIONAL-002,Stakeholder Influence / Readiness Assessment,CASE / ASSESSMENT,F28.03.A02,NATIVE,Operate,Transformation|Change Impact|Stakeholder|Readiness|Adoption|Transition,F28,Change Stakeholder / Communication [AGG-26-STAKEHOLDER-COHORT],Case Workspace|Assessment Form|Evidence Panel,transformation strategy|current/target state|stakeholder/role/system data|training needs|benefit targets,organisation/process/system change|training|communications|adoption/benefits|operations handover,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F28.03-PROFESSIONAL,Change Stakeholder Manager,,"Communications, Information, PPM & Transformation — F28",JP-F28.03-PROFESSIONAL,reconciled-employment-profile,WP-W10-F28.03-PROFESSIONAL-003,Change Stakeholder Engagement Plan,PLAN / STRATEGY,F28.03.A03,NATIVE,Operate,Transformation|Change Impact|Stakeholder|Readiness|Adoption|Transition,F28,Change Stakeholder / Communication [AGG-26-STAKEHOLDER-COHORT],Object Workspace|Structure Browser|Enterprise Grid,transformation strategy|current/target state|stakeholder/role/system data|training needs|benefit targets,organisation/process/system change|training|communications|adoption/benefits|operations handover,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F25.11-PROFESSIONAL,Community Relations Manager,,"Communications, Information, PPM & Transformation — F25",JP-F25.11-PROFESSIONAL,reconciled-employment-profile,WP-W10-F25.11-PROFESSIONAL-001,Community Engagement Plan,PLAN / STRATEGY,F25.11.A01,NATIVE,Operate,Audience|Stakeholder|Media|Issue|Communication|Report,F25,Stakeholder Engagement [AGG-25-STAKEHOLDER-ENGAGEMENT],Object Workspace|Structure Browser|Enterprise Grid,strategy|stakeholder/media context|performance/results|approved messages|legal/regulatory inputs,employees/customers/investors/media/government|reputation actions|stakeholder commitments,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F25.11-PROFESSIONAL,Community Relations Manager,,"Communications, Information, PPM & Transformation — F25",JP-F25.11-PROFESSIONAL,reconciled-employment-profile,WP-W10-F25.11-PROFESSIONAL-002,Sponsorship / Community Commitment,TRANSACTION / COMMITMENT,F25.11.A02,NATIVE,Operate,Audience|Stakeholder|Media|Issue|Communication|Report,F25,Stakeholder Engagement [AGG-25-STAKEHOLDER-ENGAGEMENT],Transaction Workspace|Approval Panel,strategy|stakeholder/media context|performance/results|approved messages|legal/regulatory inputs,employees/customers/investors/media/government|reputation actions|stakeholder commitments,"Counterparty/terms/authority with immutable issue, execution, amendment and completion history",candidate-explicit
EJOB-F25.11-PROFESSIONAL,Community Relations Manager,,"Communications, Information, PPM & Transformation — F25",JP-F25.11-PROFESSIONAL,reconciled-employment-profile,WP-W10-F25.11-PROFESSIONAL-003,Community Programme Record,EXECUTION RECORD,F25.11.A03,NATIVE,Operate,Audience|Stakeholder|Media|Issue|Communication|Report,F25,Stakeholder Engagement [AGG-25-STAKEHOLDER-ENGAGEMENT],Execution Record|Evidence Panel,strategy|stakeholder/media context|performance/results|approved messages|legal/regulatory inputs,employees/customers/investors/media/government|reputation actions|stakeholder commitments,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F26.07-PROFESSIONAL,Controlled Documents Coordinator,,"Communications, Information, PPM & Transformation — F26",JP-F26.07-PROFESSIONAL,reconciled-employment-profile,WP-W10-F26.07-PROFESSIONAL-001,Controlled Procedure / Document Draft,CONTROLLED INFORMATION,F26.07.A01,NATIVE,Operate,Knowledge|Document|Record|Retention|Search|Lesson,F26,Information Container [AGG-07-INFORMATION],Controlled Document Editor|Object Workspace,authoritative information|worker/project experience|retention/legal-hold rules|metadata/classification|source-system permissions,authoritative documents/records|search/discovery|process improvement|legal/privacy retention,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F26.07-PROFESSIONAL,Controlled Documents Coordinator,,"Communications, Information, PPM & Transformation — F26",JP-F26.07-PROFESSIONAL,reconciled-employment-profile,WP-W10-F26.07-PROFESSIONAL-002,Controlled Document Approval,DECISION / APPROVAL,F26.07.A02,NATIVE,Operate,Knowledge|Document|Record|Retention|Search|Lesson,F26,Information Container [AGG-07-INFORMATION],Decision Workspace|Approval Panel,authoritative information|worker/project experience|retention/legal-hold rules|metadata/classification|source-system permissions,authoritative documents/records|search/discovery|process improvement|legal/privacy retention,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F26.07-PROFESSIONAL,Controlled Documents Coordinator,,"Communications, Information, PPM & Transformation — F26",JP-F26.07-PROFESSIONAL,reconciled-employment-profile,WP-W10-F26.07-PROFESSIONAL-003,Controlled Revision / Issue,CHANGE,F26.07.A03,NATIVE,Operate,Knowledge|Document|Record|Retention|Search|Lesson,F26,Information Container [AGG-07-INFORMATION],Change Workspace|Impact Assessment,authoritative information|worker/project experience|retention/legal-hold rules|metadata/classification|source-system permissions,authoritative documents/records|search/discovery|process improvement|legal/privacy retention,"Baseline, impact assessment, authority decision, implementation and verification evidence",candidate-explicit
EJOB-F26.07-PROFESSIONAL,Controlled Documents Coordinator,,"Communications, Information, PPM & Transformation — F26",JP-F26.07-PROFESSIONAL,reconciled-employment-profile,WP-W10-F26.07-PROFESSIONAL-004,Controlled Document Withdrawal / Supersession,HANDOVER / CLOSEOUT PACKAGE,F26.07.A04,NATIVE,Operate,Knowledge|Document|Record|Retention|Search|Lesson,F26,Information Container [AGG-07-INFORMATION],Package Workspace|Completeness Checklist,authoritative information|worker/project experience|retention/legal-hold rules|metadata/classification|source-system permissions,authoritative documents/records|search/discovery|process improvement|legal/privacy retention,"Controlled completeness set with acceptance, outstanding items, evidence and closure provenance",candidate-explicit
EJOB-F25.01-PROFESSIONAL,Corporate Communications Manager,,"Communications, Information, PPM & Transformation — F25",JP-F25.01-PROFESSIONAL,reconciled-employment-profile,WP-W10-F25.01-PROFESSIONAL-001,Corporate Communications Strategy,PLAN / STRATEGY,F25.01.A01,NATIVE,Operate,Audience|Stakeholder|Media|Issue|Communication|Report,F25,Communications Plan / Item [AGG-25-COMMUNICATIONS],Object Workspace|Structure Browser|Enterprise Grid,strategy|stakeholder/media context|performance/results|approved messages|legal/regulatory inputs,employees/customers/investors/media/government|reputation actions|stakeholder commitments,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F25.01-PROFESSIONAL,Corporate Communications Manager,,"Communications, Information, PPM & Transformation — F25",JP-F25.01-PROFESSIONAL,reconciled-employment-profile,WP-W10-F25.01-PROFESSIONAL-002,Corporate Messaging Framework,CONTROLLED INFORMATION,F25.01.A02,NATIVE,Operate,Audience|Stakeholder|Media|Issue|Communication|Report,F25,Communications Plan / Item [AGG-25-COMMUNICATIONS],Controlled Document Editor|Object Workspace,strategy|stakeholder/media context|performance/results|approved messages|legal/regulatory inputs,employees/customers/investors/media/government|reputation actions|stakeholder commitments,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F25.01-PROFESSIONAL,Corporate Communications Manager,,"Communications, Information, PPM & Transformation — F25",JP-F25.01-PROFESSIONAL,reconciled-employment-profile,WP-W10-F25.01-PROFESSIONAL-003,Corporate Communication / Publication Record,EXECUTION RECORD,F25.01.A03,NATIVE,Operate,Audience|Stakeholder|Media|Issue|Communication|Report,F25,Communications Plan / Item [AGG-25-COMMUNICATIONS],Execution Record|Evidence Panel,strategy|stakeholder/media context|performance/results|approved messages|legal/regulatory inputs,employees/customers/investors/media/government|reputation actions|stakeholder commitments,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F26.05-PROFESSIONAL,Document Controller,,"Communications, Information, PPM & Transformation — F26",JP-F26.05-PROFESSIONAL,reconciled-employment-profile,WP-W10-F26.05-PROFESSIONAL-001,Information Container / Document,CONTROLLED INFORMATION,F26.05.A01|F26.05.A02,NATIVE,Operate,Knowledge|Document|Record|Retention|Search|Lesson,F26,Information Container [AGG-07-INFORMATION],Controlled Document Editor|Object Workspace,authoritative information|worker/project experience|retention/legal-hold rules|metadata/classification|source-system permissions,authoritative documents/records|search/discovery|process improvement|legal/privacy retention,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F26.05-PROFESSIONAL,Document Controller,,"Communications, Information, PPM & Transformation — F26",JP-F26.05-PROFESSIONAL,reconciled-employment-profile,WP-W10-F26.05-PROFESSIONAL-002,Document Review / Approval,DECISION / APPROVAL,F26.05.A03|F26.05.A04,NATIVE,Operate,Knowledge|Document|Record|Retention|Search|Lesson,F26,Information Container [AGG-07-INFORMATION],Decision Workspace|Approval Panel,authoritative information|worker/project experience|retention/legal-hold rules|metadata/classification|source-system permissions,authoritative documents/records|search/discovery|process improvement|legal/privacy retention,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F26.05-PROFESSIONAL,Document Controller,,"Communications, Information, PPM & Transformation — F26",JP-F26.05-PROFESSIONAL,reconciled-employment-profile,WP-W10-F26.05-PROFESSIONAL-003,Document Version / Revision,CHANGE,F26.05.A05,NATIVE,Operate,Knowledge|Document|Record|Retention|Search|Lesson,F26,Information Container [AGG-07-INFORMATION],Change Workspace|Impact Assessment,authoritative information|worker/project experience|retention/legal-hold rules|metadata/classification|source-system permissions,authoritative documents/records|search/discovery|process improvement|legal/privacy retention,"Baseline, impact assessment, authority decision, implementation and verification evidence",candidate-explicit
EJOB-F26.05-PROFESSIONAL,Document Controller,,"Communications, Information, PPM & Transformation — F26",JP-F26.05-PROFESSIONAL,reconciled-employment-profile,WP-W10-F26.05-PROFESSIONAL-004,Document Publication / Issue Record,EXECUTION RECORD,F26.05.A06,NATIVE,Operate,Knowledge|Document|Record|Retention|Search|Lesson,F26,Information Container [AGG-07-INFORMATION],Execution Record|Evidence Panel,authoritative information|worker/project experience|retention/legal-hold rules|metadata/classification|source-system permissions,authoritative documents/records|search/discovery|process improvement|legal/privacy retention,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F26.09-PROFESSIONAL,Enterprise Search Specialist,,"Communications, Information, PPM & Transformation — F26",JP-F26.09-PROFESSIONAL,reconciled-employment-profile,WP-W10-F26.09-PROFESSIONAL-001,Search Index / Source Register,REGISTER / SCHEDULE,F26.09.A01,NATIVE,Operate,Knowledge|Document|Record|Retention|Search|Lesson,F26,Knowledge Article / Collection [AGG-25-KNOWLEDGE],Enterprise Grid|Collection View,authoritative information|worker/project experience|retention/legal-hold rules|metadata/classification|source-system permissions,authoritative documents/records|search/discovery|process improvement|legal/privacy retention,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
