source_job_profile_id,source_title,source_level,job_family_id,function_ids,subfunction_ids,source_activity_count,candidate_expected_outputs,employment_archetype_ids,employment_archetype_titles,observed_mapping_states,reconciliation_state,reconciliation_rationale,next_action
JP-F19.03-PROFESSIONAL,Contract Administrator,professional,JF-F19,F19,F19.03,4,"Contract Repository plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-CCM,Construction Contracts Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F22.01-PROFESSIONAL,Asset Strategy Manager,professional,JF-F22,F22,F22.01,3,"Asset Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-AM,Asset Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F22.02-PROFESSIONAL,Capital Planning Manager,professional,JF-F22,F22,F22.02,3,"Capital Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-PDS,Planning and Development Surveyor,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F22.04-PROFESSIONAL,Property Acquisition Manager,professional,JF-F22,F22,F22.04,4,"Property Acquisition plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-GPS|JOB-PDS|JOB-RS,General Practice Surveyor|Planning and Development Surveyor|Rural Surveyor,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F22.05-PROFESSIONAL,Construction Project Manager,professional,JF-F22,F22,F22.05,6,"Construction / Project Delivery plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-CM,Construction Manager,candidate-partial-match,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F22.06-PROFESSIONAL,Asset Information Manager,professional,JF-F22,F22,F22.06,5,"Asset Register plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-AM,Asset Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F22.07-PROFESSIONAL,Maintenance Planner,professional,JF-F22,F22,F22.07,4,"Preventive Maintenance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-MP,Maintenance Planner,candidate-direct-plus-adjacent,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F22.08-PROFESSIONAL,Maintenance Coordinator,professional,JF-F22,F22,F22.08,5,"Reactive Maintenance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-MP,Maintenance Planner,candidate-direct-plus-adjacent,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F22.10-PROFESSIONAL,Facilities Manager,professional,JF-F22,F22,F22.10,5,"Facilities Operations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-FM,Facilities Manager,candidate-partial-match,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F22.12-PROFESSIONAL,Lease Manager,professional,JF-F22,F22,F22.12,4,"Lease Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-GPS|JOB-RS,General Practice Surveyor|Rural Surveyor,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F22.14-PROFESSIONAL,Asset Disposal Specialist,professional,JF-F22,F22,F22.14,4,"Asset Disposal plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-AM|JOB-RS,Asset Manager|Rural Surveyor,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F23.01-PROFESSIONAL,Health & Safety Manager,professional,JF-F23,F23,F23.01,4,"H&S Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-HS,Health & Safety Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F23.02-PROFESSIONAL,Health & Safety Risk Specialist,professional,JF-F23,F23,F23.02,3,"Hazard Identification plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-HS,Health & Safety Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F23.03-PROFESSIONAL,Safety Inspector,professional,JF-F23,F23,F23.03,4,"Workplace Inspections plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-HS,Health & Safety Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F23.04-PROFESSIONAL,Safety Incident Investigator,professional,JF-F23,F23,F23.04,4,"Incident Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-HS,Health & Safety Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F23.07-PROFESSIONAL,Environmental Manager,professional,JF-F23,F23,F23.07,3,"Environmental Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-ENV,Environmental Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F23.10-PROFESSIONAL,Energy Manager,professional,JF-F23,F23,F23.10,4,"Energy Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-CEA|JOB-DEA,Commercial Energy Assessor|Domestic Energy Assessor,candidate-adjacent-profile,reconciled-retain-distinct-employment-profile,This is a legitimate standalone employment role distinct from the Wave archetype that referenced it as adjacent capability. Retain the Job Profile and reuse only its Functional Role where relevant.,define-own-work-products-and-keep-wave-archetype-separate
JP-F23.14-PROFESSIONAL,Environmental Compliance Specialist,professional,JF-F23,F23,F23.14,4,"Environmental Compliance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-ENV,Environmental Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F27.04-PROFESSIONAL,Project Manager,professional,JF-F27,F27,F27.04,5,"Project Initiation plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-PM,Project Manager,candidate-multi-profile-composition,reconciled-compose-into-project-manager,Generated source profile is a lifecycle-phase slice of the same Project Manager employment job. Retain its Functional Role/activity provenance but supersede the standalone source Job Profile with one composed Project Manager definition.,map-f27-04-f27-06-f27-08-activities-and-work-products-to-composed-job-pm
JP-F27.05-PROFESSIONAL,Project Planner,professional,JF-F27,F27,F27.05,4,"Project Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-PLN,Project Planner,candidate-direct-profile,reconciled-retain-employment-profile,Wave evidence and employment semantics support retaining this as a standalone reusable Job Profile; expand its Work Products beyond generic generated outputs and validate exact activities.,validate-explicit-work-products-exact-activities-and-handoffs
JP-F27.06-PROFESSIONAL,Project Manager,professional,JF-F27,F27,F27.06,4,"Project Execution plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-PM,Project Manager,candidate-multi-profile-composition,reconciled-compose-into-project-manager,Generated source profile is a lifecycle-phase slice of the same Project Manager employment job. Retain its Functional Role/activity provenance but supersede the standalone source Job Profile with one composed Project Manager definition.,map-f27-04-f27-06-f27-08-activities-and-work-products-to-composed-job-pm
JP-F27.07-PROFESSIONAL,Project Controls Manager,professional,JF-F27,F27,F27.07,5,"Project Control plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-PC,Project Controls Manager,candidate-direct-profile,reconciled-retain-employment-profile,Wave evidence and employment semantics support retaining this as a standalone reusable Job Profile; expand its Work Products beyond generic generated outputs and validate exact activities.,validate-explicit-work-products-exact-activities-and-handoffs
JP-F27.08-PROFESSIONAL,Project Manager,professional,JF-F27,F27,F27.08,4,"Project Closure plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-PM,Project Manager,candidate-multi-profile-composition,reconciled-compose-into-project-manager,Generated source profile is a lifecycle-phase slice of the same Project Manager employment job. Retain its Functional Role/activity provenance but supersede the standalone source Job Profile with one composed Project Manager definition.,map-f27-04-f27-06-f27-08-activities-and-work-products-to-composed-job-pm
