job_archetype_id,job_title,career_index,domain,internal_job_profile_ids,internal_profile_state,work_product_id,work_product_name,work_product_family,exact_activity_ids,authoring_mode_candidate,enterprise_stream,context_types,primary_functions,canonical_object_candidate,authoring_primitive_candidate,upstream_inputs,downstream_handoff,evidence_requirement,review_state
EJOB-F07.03-PROFESSIONAL,Business Development Manager,,"Commercial, Customer & Supply Chain — F07",JP-F07.03-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.03-PROFESSIONAL-002,Opportunity Qualification Assessment,CASE / ASSESSMENT,F07.03.A02,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Opportunity / Pipeline [AGG-03-OPPORTUNITY],Case Workspace|Assessment Form|Evidence Panel,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F07.03-PROFESSIONAL,Business Development Manager,,"Commercial, Customer & Supply Chain — F07",JP-F07.03-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.03-PROFESSIONAL-003,Opportunity Ownership / Stage Record,EXECUTION RECORD,F07.03.A03|F07.03.A04,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Opportunity / Pipeline [AGG-03-OPPORTUNITY],Execution Record|Evidence Panel,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F07.03-PROFESSIONAL,Business Development Manager,,"Commercial, Customer & Supply Chain — F07",JP-F07.03-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.03-PROFESSIONAL-004,Opportunity Forecast,CALCULATION / MODEL,F07.03.A05,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Opportunity / Pipeline [AGG-03-OPPORTUNITY],Calculation Workbench|Enterprise Grid,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,"Versioned calculation/model with inputs, assumptions, method, scenario and result provenance",candidate-explicit
EJOB-F07.03-PROFESSIONAL,Business Development Manager,,"Commercial, Customer & Supply Chain — F07",JP-F07.03-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.03-PROFESSIONAL-005,Opportunity Closure Record,HANDOVER / CLOSEOUT PACKAGE,F07.03.A06,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Opportunity / Pipeline [AGG-03-OPPORTUNITY],Package Workspace|Completeness Checklist,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,"Controlled completeness set with acceptance, outstanding items, evidence and closure provenance",candidate-explicit
EJOB-F09.09-PROFESSIONAL,Buyer,,"Commercial, Customer & Supply Chain — F09",JP-F09.09-PROFESSIONAL,reconciled-employment-profile,WP-W6-F09.09-PROFESSIONAL-001,Purchase Order,TRANSACTION / COMMITMENT,F09.09.A01,NATIVE,Operate,Supplier|Category|Sourcing Event|Contract|Requisition|Purchase Order,F09,Purchase Order [AGG-09-PURCHASE-COMMITMENT],Transaction Workspace|Approval Panel,demand/requisition|category/spend data|supplier master|technical/commercial requirements|authority policy,purchase commitments|supplier onboarding|finance/AP|warehouse/logistics|supplier performance,"Counterparty/terms/authority with immutable issue, execution, amendment and completion history",candidate-explicit
EJOB-F09.09-PROFESSIONAL,Buyer,,"Commercial, Customer & Supply Chain — F09",JP-F09.09-PROFESSIONAL,reconciled-employment-profile,WP-W6-F09.09-PROFESSIONAL-002,Purchase Order Approval,DECISION / APPROVAL,F09.09.A02,NATIVE,Operate,Supplier|Category|Sourcing Event|Contract|Requisition|Purchase Order,F09,Purchase Order [AGG-09-PURCHASE-COMMITMENT],Decision Workspace|Approval Panel,demand/requisition|category/spend data|supplier master|technical/commercial requirements|authority policy,purchase commitments|supplier onboarding|finance/AP|warehouse/logistics|supplier performance,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F09.09-PROFESSIONAL,Buyer,,"Commercial, Customer & Supply Chain — F09",JP-F09.09-PROFESSIONAL,reconciled-employment-profile,WP-W6-F09.09-PROFESSIONAL-003,Issued Purchase Order,TRANSACTION / COMMITMENT,F09.09.A03,NATIVE,Operate,Supplier|Category|Sourcing Event|Contract|Requisition|Purchase Order,F09,Purchase Order [AGG-09-PURCHASE-COMMITMENT],Transaction Workspace|Approval Panel,demand/requisition|category/spend data|supplier master|technical/commercial requirements|authority policy,purchase commitments|supplier onboarding|finance/AP|warehouse/logistics|supplier performance,"Counterparty/terms/authority with immutable issue, execution, amendment and completion history",candidate-explicit
EJOB-F09.09-PROFESSIONAL,Buyer,,"Commercial, Customer & Supply Chain — F09",JP-F09.09-PROFESSIONAL,reconciled-employment-profile,WP-W6-F09.09-PROFESSIONAL-004,Purchase Order Amendment,CHANGE,F09.09.A04,NATIVE,Operate,Supplier|Category|Sourcing Event|Contract|Requisition|Purchase Order,F09,Purchase Order [AGG-09-PURCHASE-COMMITMENT],Change Workspace|Impact Assessment,demand/requisition|category/spend data|supplier master|technical/commercial requirements|authority policy,purchase commitments|supplier onboarding|finance/AP|warehouse/logistics|supplier performance,"Baseline, impact assessment, authority decision, implementation and verification evidence",candidate-explicit
EJOB-F09.09-PROFESSIONAL,Buyer,,"Commercial, Customer & Supply Chain — F09",JP-F09.09-PROFESSIONAL,reconciled-employment-profile,WP-W6-F09.09-PROFESSIONAL-005,Purchase Order Closure,HANDOVER / CLOSEOUT PACKAGE,F09.09.A05,NATIVE,Operate,Supplier|Category|Sourcing Event|Contract|Requisition|Purchase Order,F09,Purchase Order [AGG-09-PURCHASE-COMMITMENT],Package Workspace|Completeness Checklist,demand/requisition|category/spend data|supplier master|technical/commercial requirements|authority policy,purchase commitments|supplier onboarding|finance/AP|warehouse/logistics|supplier performance,"Controlled completeness set with acceptance, outstanding items, evidence and closure provenance",candidate-explicit
EJOB-F08.03-PROFESSIONAL,Case Manager,,"Commercial, Customer & Supply Chain — F08",JP-F08.03-PROFESSIONAL,reconciled-employment-profile,WP-W6-F08.03-PROFESSIONAL-001,Customer Case,CASE / ASSESSMENT,F08.03.A01|F08.03.A02,NATIVE,Operate,Customer|Case|Service|Warranty|SLA,F08,Customer Case [AGG-03-CUSTOMER-CASE],Case Workspace|Assessment Form|Evidence Panel,customer/account/service entitlement|orders/deliveries|product/service knowledge|SLA/warranty terms,service delivery|product improvement|finance credits|customer success/renewal,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F08.03-PROFESSIONAL,Case Manager,,"Commercial, Customer & Supply Chain — F08",JP-F08.03-PROFESSIONAL,reconciled-employment-profile,WP-W6-F08.03-PROFESSIONAL-002,Case Investigation Record,CASE / ASSESSMENT,F08.03.A03,NATIVE,Operate,Customer|Case|Service|Warranty|SLA,F08,Customer Case [AGG-03-CUSTOMER-CASE],Case Workspace|Assessment Form|Evidence Panel,customer/account/service entitlement|orders/deliveries|product/service knowledge|SLA/warranty terms,service delivery|product improvement|finance credits|customer success/renewal,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F08.03-PROFESSIONAL,Case Manager,,"Commercial, Customer & Supply Chain — F08",JP-F08.03-PROFESSIONAL,reconciled-employment-profile,WP-W6-F08.03-PROFESSIONAL-003,Case Resolution Record,DECISION / APPROVAL,F08.03.A04|F08.03.A05,NATIVE,Operate,Customer|Case|Service|Warranty|SLA,F08,Customer Case [AGG-03-CUSTOMER-CASE],Decision Workspace|Approval Panel,customer/account/service entitlement|orders/deliveries|product/service knowledge|SLA/warranty terms,service delivery|product improvement|finance credits|customer success/renewal,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F08.03-PROFESSIONAL,Case Manager,,"Commercial, Customer & Supply Chain — F08",JP-F08.03-PROFESSIONAL,reconciled-employment-profile,WP-W6-F08.03-PROFESSIONAL-004,Case Closure Record,HANDOVER / CLOSEOUT PACKAGE,F08.03.A06,NATIVE,Operate,Customer|Case|Service|Warranty|SLA,F08,Customer Case [AGG-03-CUSTOMER-CASE],Package Workspace|Completeness Checklist,customer/account/service entitlement|orders/deliveries|product/service knowledge|SLA/warranty terms,service delivery|product improvement|finance credits|customer success/renewal,"Controlled completeness set with acceptance, outstanding items, evidence and closure provenance",candidate-explicit
EJOB-F09.02-PROFESSIONAL,Category Manager,,"Commercial, Customer & Supply Chain — F09",JP-F09.02-PROFESSIONAL,reconciled-employment-profile,WP-W6-F09.02-PROFESSIONAL-001,Category Spend Segmentation,CALCULATION / MODEL,F09.02.A01,NATIVE,Operate,Supplier|Category|Sourcing Event|Contract|Requisition|Purchase Order,F09,Procurement Strategy / Package [AGG-09-PROCUREMENT-PACKAGE],Calculation Workbench|Enterprise Grid,demand/requisition|category/spend data|supplier master|technical/commercial requirements|authority policy,purchase commitments|supplier onboarding|finance/AP|warehouse/logistics|supplier performance,"Versioned calculation/model with inputs, assumptions, method, scenario and result provenance",candidate-explicit
EJOB-F09.02-PROFESSIONAL,Category Manager,,"Commercial, Customer & Supply Chain — F09",JP-F09.02-PROFESSIONAL,reconciled-employment-profile,WP-W6-F09.02-PROFESSIONAL-002,Supply Market Analysis,CASE / ASSESSMENT,F09.02.A02,NATIVE,Operate,Supplier|Category|Sourcing Event|Contract|Requisition|Purchase Order,F09,Procurement Strategy / Package [AGG-09-PROCUREMENT-PACKAGE],Case Workspace|Assessment Form|Evidence Panel,demand/requisition|category/spend data|supplier master|technical/commercial requirements|authority policy,purchase commitments|supplier onboarding|finance/AP|warehouse/logistics|supplier performance,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F09.02-PROFESSIONAL,Category Manager,,"Commercial, Customer & Supply Chain — F09",JP-F09.02-PROFESSIONAL,reconciled-employment-profile,WP-W6-F09.02-PROFESSIONAL-003,Category Plan,PLAN / STRATEGY,F09.02.A03,NATIVE,Operate,Supplier|Category|Sourcing Event|Contract|Requisition|Purchase Order,F09,Procurement Strategy / Package [AGG-09-PROCUREMENT-PACKAGE],Object Workspace|Structure Browser|Enterprise Grid,demand/requisition|category/spend data|supplier master|technical/commercial requirements|authority policy,purchase commitments|supplier onboarding|finance/AP|warehouse/logistics|supplier performance,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F09.02-PROFESSIONAL,Category Manager,,"Commercial, Customer & Supply Chain — F09",JP-F09.02-PROFESSIONAL,reconciled-employment-profile,WP-W6-F09.02-PROFESSIONAL-004,Category Savings Pipeline,REGISTER / SCHEDULE,F09.02.A04,NATIVE,Operate,Supplier|Category|Sourcing Event|Contract|Requisition|Purchase Order,F09,Procurement Strategy / Package [AGG-09-PROCUREMENT-PACKAGE],Enterprise Grid|Collection View,demand/requisition|category/spend data|supplier master|technical/commercial requirements|authority policy,purchase commitments|supplier onboarding|finance/AP|warehouse/logistics|supplier performance,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F07.10-PROFESSIONAL,Channel / Partner Sales Specialist,,"Commercial, Customer & Supply Chain — F07",JP-F07.10-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.10-PROFESSIONAL-001,Partner Candidate / Assessment,CASE / ASSESSMENT,F07.10.A01,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Account / Partner Plan [AGG-03-ACCOUNT-PLAN],Case Workspace|Assessment Form|Evidence Panel,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F07.10-PROFESSIONAL,Channel / Partner Sales Specialist,,"Commercial, Customer & Supply Chain — F07",JP-F07.10-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.10-PROFESSIONAL-002,Partner Onboarding Record,EXECUTION RECORD,F07.10.A02,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Account / Partner Plan [AGG-03-ACCOUNT-PLAN],Execution Record|Evidence Panel,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F07.10-PROFESSIONAL,Channel / Partner Sales Specialist,,"Commercial, Customer & Supply Chain — F07",JP-F07.10-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.10-PROFESSIONAL-003,Partner Commercial Terms,TRANSACTION / COMMITMENT,F07.10.A03,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Account / Partner Plan [AGG-03-ACCOUNT-PLAN],Transaction Workspace|Approval Panel,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,"Counterparty/terms/authority with immutable issue, execution, amendment and completion history",candidate-explicit
EJOB-F07.10-PROFESSIONAL,Channel / Partner Sales Specialist,,"Commercial, Customer & Supply Chain — F07",JP-F07.10-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.10-PROFESSIONAL-004,Partner Pipeline Review,REPORT / SNAPSHOT,F07.10.A04,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Account / Partner Plan [AGG-03-ACCOUNT-PLAN],Report Builder|Snapshot View,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,"Point-in-time/as-of snapshot with source data, calculation/filter and publication provenance",candidate-explicit
EJOB-F07.10-PROFESSIONAL,Channel / Partner Sales Specialist,,"Commercial, Customer & Supply Chain — F07",JP-F07.10-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.10-PROFESSIONAL-005,Partner Incentive Statement,CALCULATION / MODEL,F07.10.A05,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Account / Partner Plan [AGG-03-ACCOUNT-PLAN],Calculation Workbench|Enterprise Grid,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,"Versioned calculation/model with inputs, assumptions, method, scenario and result provenance",candidate-explicit
EJOB-F08.04-PROFESSIONAL,Complaint Manager,,"Commercial, Customer & Supply Chain — F08",JP-F08.04-PROFESSIONAL,reconciled-employment-profile,WP-W6-F08.04-PROFESSIONAL-001,Customer Complaint Case,CASE / ASSESSMENT,F08.04.A01|F08.04.A02,NATIVE,Operate,Customer|Case|Service|Warranty|SLA,F08,Customer Case [AGG-03-CUSTOMER-CASE],Case Workspace|Assessment Form|Evidence Panel,customer/account/service entitlement|orders/deliveries|product/service knowledge|SLA/warranty terms,service delivery|product improvement|finance credits|customer success/renewal,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F08.04-PROFESSIONAL,Complaint Manager,,"Commercial, Customer & Supply Chain — F08",JP-F08.04-PROFESSIONAL,reconciled-employment-profile,WP-W6-F08.04-PROFESSIONAL-002,Complaint Resolution Communication,CONTROLLED INFORMATION,F08.04.A03,NATIVE,Operate,Customer|Case|Service|Warranty|SLA,F08,Customer Case [AGG-03-CUSTOMER-CASE],Controlled Document Editor|Object Workspace,customer/account/service entitlement|orders/deliveries|product/service knowledge|SLA/warranty terms,service delivery|product improvement|finance credits|customer success/renewal,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F08.04-PROFESSIONAL,Complaint Manager,,"Commercial, Customer & Supply Chain — F08",JP-F08.04-PROFESSIONAL,reconciled-employment-profile,WP-W6-F08.04-PROFESSIONAL-003,Compensation / Remediation Decision,DECISION / APPROVAL,F08.04.A04,NATIVE,Operate,Customer|Case|Service|Warranty|SLA,F08,Customer Case [AGG-03-CUSTOMER-CASE],Decision Workspace|Approval Panel,customer/account/service entitlement|orders/deliveries|product/service knowledge|SLA/warranty terms,service delivery|product improvement|finance credits|customer success/renewal,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F08.04-PROFESSIONAL,Complaint Manager,,"Commercial, Customer & Supply Chain — F08",JP-F08.04-PROFESSIONAL,reconciled-employment-profile,WP-W6-F08.04-PROFESSIONAL-004,Complaint Root-Cause Assessment,CASE / ASSESSMENT,F08.04.A05,NATIVE,Operate,Customer|Case|Service|Warranty|SLA,F08,Customer Case [AGG-03-CUSTOMER-CASE],Case Workspace|Assessment Form|Evidence Panel,customer/account/service entitlement|orders/deliveries|product/service knowledge|SLA/warranty terms,service delivery|product improvement|finance credits|customer success/renewal,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F07.08-PROFESSIONAL,Contract Negotiation Specialist,,"Commercial, Customer & Supply Chain — F07",JP-F07.08-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.08-PROFESSIONAL-001,Contract Negotiation Issue / Position Register,REGISTER / SCHEDULE,F07.08.A01|F07.08.A02|F07.08.A03|F07.08.A04|F07.08.A05,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Contract [AGG-08-CONTRACT],Enterprise Grid|Collection View,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F07.08-PROFESSIONAL,Contract Negotiation Specialist,,"Commercial, Customer & Supply Chain — F07",JP-F07.08-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.08-PROFESSIONAL-002,Negotiated Commercial Terms,TRANSACTION / COMMITMENT,F07.08.A01|F07.08.A02|F07.08.A03,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Contract [AGG-08-CONTRACT],Transaction Workspace|Approval Panel,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,"Counterparty/terms/authority with immutable issue, execution, amendment and completion history",candidate-explicit
EJOB-F07.08-PROFESSIONAL,Contract Negotiation Specialist,,"Commercial, Customer & Supply Chain — F07",JP-F07.08-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.08-PROFESSIONAL-003,SLA / Service Schedule,CONTROLLED INFORMATION,F07.08.A04,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Contract [AGG-08-CONTRACT],Controlled Document Editor|Object Workspace,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F07.08-PROFESSIONAL,Contract Negotiation Specialist,,"Commercial, Customer & Supply Chain — F07",JP-F07.08-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.08-PROFESSIONAL-004,Liability / Risk Position,CASE / ASSESSMENT,F07.08.A05,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Contract [AGG-08-CONTRACT],Case Workspace|Assessment Form|Evidence Panel,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F07.08-PROFESSIONAL,Contract Negotiation Specialist,,"Commercial, Customer & Supply Chain — F07",JP-F07.08-PROFESSIONAL,reconciled-employment-profile,WP-W6-F07.08-PROFESSIONAL-005,Contract Negotiation Approval,DECISION / APPROVAL,F07.08.A06,NATIVE,Operate,Customer|Account|Opportunity|Quote|Bid|Contract|Order,F07,Contract [AGG-08-CONTRACT],Decision Workspace|Approval Panel,marketing-qualified demand|customer/account data|pricing/product definitions|authority/contract policy,contract/order fulfilment|customer onboarding|finance/revenue|delivery operations,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F08.02-PROFESSIONAL,Customer Enquiry Manager,,"Commercial, Customer & Supply Chain — F08",JP-F08.02-PROFESSIONAL,reconciled-employment-profile,WP-W6-F08.02-PROFESSIONAL-001,Customer Enquiry Case,CASE / ASSESSMENT,F08.02.A01|F08.02.A02|F08.02.A03,NATIVE,Operate,Customer|Case|Service|Warranty|SLA,F08,Customer Case [AGG-03-CUSTOMER-CASE],Case Workspace|Assessment Form|Evidence Panel,customer/account/service entitlement|orders/deliveries|product/service knowledge|SLA/warranty terms,service delivery|product improvement|finance credits|customer success/renewal,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
