job_archetype_id,job_title,career_index,domain,internal_job_profile_ids,internal_profile_state,work_product_id,work_product_name,work_product_family,exact_activity_ids,authoring_mode_candidate,enterprise_stream,context_types,primary_functions,canonical_object_candidate,authoring_primitive_candidate,upstream_inputs,downstream_handoff,evidence_requirement,review_state
EJOB-F24.04-PROFESSIONAL,Business Continuity Exercise Specialist,,"Legal, Risk, Assets, HSE & Resilience — F24",JP-F24.04-PROFESSIONAL,reconciled-employment-profile,WP-W9-F24.04-PROFESSIONAL-001,Continuity Exercise Plan,PLAN / STRATEGY,F24.04.A01,NATIVE,Operate,Continuity Plan|BIA|Crisis|Emergency|Recovery|Physical Security|Visitor|Travel,F24,Continuity / Recovery [AGG-23-CONTINUITY],Object Workspace|Structure Browser|Enterprise Grid,critical services/dependencies|site/people context|incident/crisis signals|recovery capabilities|security/travel data,business recovery|emergency services|IT DR|communications|security investigations,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F24.04-PROFESSIONAL,Business Continuity Exercise Specialist,,"Legal, Risk, Assets, HSE & Resilience — F24",JP-F24.04-PROFESSIONAL,reconciled-employment-profile,WP-W9-F24.04-PROFESSIONAL-002,Continuity Exercise Record,INSPECTION / TEST,F24.04.A02,NATIVE,Operate,Continuity Plan|BIA|Crisis|Emergency|Recovery|Physical Security|Visitor|Travel,F24,Continuity / Recovery [AGG-23-CONTINUITY],Test / Inspection Workbench|Evidence Panel,critical services/dependencies|site/people context|incident/crisis signals|recovery capabilities|security/travel data,business recovery|emergency services|IT DR|communications|security investigations,"Inspection/test basis, method, result, evidence, performer/reviewer and acceptance status",candidate-explicit
EJOB-F24.04-PROFESSIONAL,Business Continuity Exercise Specialist,,"Legal, Risk, Assets, HSE & Resilience — F24",JP-F24.04-PROFESSIONAL,reconciled-employment-profile,WP-W9-F24.04-PROFESSIONAL-003,Exercise Evaluation Report,REPORT / SNAPSHOT,F24.04.A03,NATIVE,Operate,Continuity Plan|BIA|Crisis|Emergency|Recovery|Physical Security|Visitor|Travel,F24,Continuity / Recovery [AGG-23-CONTINUITY],Report Builder|Snapshot View,critical services/dependencies|site/people context|incident/crisis signals|recovery capabilities|security/travel data,business recovery|emergency services|IT DR|communications|security investigations,"Point-in-time/as-of snapshot with source data, calculation/filter and publication provenance",candidate-explicit
EJOB-F24.04-PROFESSIONAL,Business Continuity Exercise Specialist,,"Legal, Risk, Assets, HSE & Resilience — F24",JP-F24.04-PROFESSIONAL,reconciled-employment-profile,WP-W9-F24.04-PROFESSIONAL-004,Continuity Remediation Action,CHANGE,F24.04.A04,NATIVE,Operate,Continuity Plan|BIA|Crisis|Emergency|Recovery|Physical Security|Visitor|Travel,F24,Continuity / Recovery [AGG-23-CONTINUITY],Change Workspace|Impact Assessment,critical services/dependencies|site/people context|incident/crisis signals|recovery capabilities|security/travel data,business recovery|emergency services|IT DR|communications|security investigations,"Baseline, impact assessment, authority decision, implementation and verification evidence",candidate-explicit
EJOB-F24.01-PROFESSIONAL,Business Continuity Manager,,"Legal, Risk, Assets, HSE & Resilience — F24",JP-F24.01-PROFESSIONAL,reconciled-employment-profile,WP-W9-F24.01-PROFESSIONAL-001,Business Continuity Framework,PLAN / STRATEGY,F24.01.A01|F24.01.A03|F24.01.A04,NATIVE,Operate,Continuity Plan|BIA|Crisis|Emergency|Recovery|Physical Security|Visitor|Travel,F24,Continuity / Recovery [AGG-23-CONTINUITY],Object Workspace|Structure Browser|Enterprise Grid,critical services/dependencies|site/people context|incident/crisis signals|recovery capabilities|security/travel data,business recovery|emergency services|IT DR|communications|security investigations,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F24.01-PROFESSIONAL,Business Continuity Manager,,"Legal, Risk, Assets, HSE & Resilience — F24",JP-F24.01-PROFESSIONAL,reconciled-employment-profile,WP-W9-F24.01-PROFESSIONAL-002,Business Continuity Policy,CONTROLLED INFORMATION,F24.01.A02,NATIVE,Operate,Continuity Plan|BIA|Crisis|Emergency|Recovery|Physical Security|Visitor|Travel,F24,Continuity / Recovery [AGG-23-CONTINUITY],Controlled Document Editor|Object Workspace,critical services/dependencies|site/people context|incident/crisis signals|recovery capabilities|security/travel data,business recovery|emergency services|IT DR|communications|security investigations,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F24.03-PROFESSIONAL,Business Continuity Planner,,"Legal, Risk, Assets, HSE & Resilience — F24",JP-F24.03-PROFESSIONAL,reconciled-employment-profile,WP-W9-F24.03-PROFESSIONAL-001,Continuity / Recovery Strategy,PLAN / STRATEGY,F24.03.A01,NATIVE,Operate,Continuity Plan|BIA|Crisis|Emergency|Recovery|Physical Security|Visitor|Travel,F24,Continuity / Recovery [AGG-23-CONTINUITY],Object Workspace|Structure Browser|Enterprise Grid,critical services/dependencies|site/people context|incident/crisis signals|recovery capabilities|security/travel data,business recovery|emergency services|IT DR|communications|security investigations,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F24.03-PROFESSIONAL,Business Continuity Planner,,"Legal, Risk, Assets, HSE & Resilience — F24",JP-F24.03-PROFESSIONAL,reconciled-employment-profile,WP-W9-F24.03-PROFESSIONAL-002,Business Continuity Plan,PLAN / STRATEGY,F24.03.A02,NATIVE,Operate,Continuity Plan|BIA|Crisis|Emergency|Recovery|Physical Security|Visitor|Travel,F24,Continuity / Recovery [AGG-23-CONTINUITY],Object Workspace|Structure Browser|Enterprise Grid,critical services/dependencies|site/people context|incident/crisis signals|recovery capabilities|security/travel data,business recovery|emergency services|IT DR|communications|security investigations,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F24.03-PROFESSIONAL,Business Continuity Planner,,"Legal, Risk, Assets, HSE & Resilience — F24",JP-F24.03-PROFESSIONAL,reconciled-employment-profile,WP-W9-F24.03-PROFESSIONAL-003,Continuity Roles / Call Tree,STRUCTURE / BREAKDOWN,F24.03.A03,NATIVE,Operate,Continuity Plan|BIA|Crisis|Emergency|Recovery|Physical Security|Visitor|Travel,F24,Continuity / Recovery [AGG-23-CONTINUITY],Structure Browser|Enterprise Grid,critical services/dependencies|site/people context|incident/crisis signals|recovery capabilities|security/travel data,business recovery|emergency services|IT DR|communications|security investigations,"Versioned hierarchy/structure with element identity, relationships, effectivity and approval provenance",candidate-explicit
EJOB-F22.02-PROFESSIONAL,Capital Planning Manager,,"Legal, Risk, Assets, HSE & Resilience — F22",JP-F22.02-PROFESSIONAL,reconciled-employment-profile,WP-W9-F22.02-PROFESSIONAL-001,Capital Need / Opportunity Register,REGISTER / SCHEDULE,F22.02.A01,NATIVE,Operate,Asset|Property|Project|Work Order|Space|Lease|Utility,F22,Asset Investment Plan [AGG-16-ASSET-INVESTMENT],Enterprise Grid|Collection View,asset/property needs|capital plan|project/maintenance data|contracts/leases|utility consumption,operations/maintenance|finance/capitalisation|project delivery|lease/accounting|asset lifecycle,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F22.02-PROFESSIONAL,Capital Planning Manager,,"Legal, Risk, Assets, HSE & Resilience — F22",JP-F22.02-PROFESSIONAL,reconciled-employment-profile,WP-W9-F22.02-PROFESSIONAL-002,Asset Investment Business Case,DECISION / APPROVAL,F22.02.A02,NATIVE,Operate,Asset|Property|Project|Work Order|Space|Lease|Utility,F22,Asset Investment Plan [AGG-16-ASSET-INVESTMENT],Decision Workspace|Approval Panel,asset/property needs|capital plan|project/maintenance data|contracts/leases|utility consumption,operations/maintenance|finance/capitalisation|project delivery|lease/accounting|asset lifecycle,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F22.02-PROFESSIONAL,Capital Planning Manager,,"Legal, Risk, Assets, HSE & Resilience — F22",JP-F22.02-PROFESSIONAL,reconciled-employment-profile,WP-W9-F22.02-PROFESSIONAL-003,Capital Investment Prioritisation,DECISION / APPROVAL,F22.02.A03,NATIVE,Operate,Asset|Property|Project|Work Order|Space|Lease|Utility,F22,Asset Investment Plan [AGG-16-ASSET-INVESTMENT],Decision Workspace|Approval Panel,asset/property needs|capital plan|project/maintenance data|contracts/leases|utility consumption,operations/maintenance|finance/capitalisation|project delivery|lease/accounting|asset lifecycle,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F23.09-PROFESSIONAL,Carbon Manager,,"Legal, Risk, Assets, HSE & Resilience — F23",JP-F23.09-PROFESSIONAL,reconciled-employment-profile,WP-W9-F23.09-PROFESSIONAL-001,Carbon Inventory / Emissions Calculation,CALCULATION / MODEL,F23.09.A01,NATIVE,Operate,Hazard|Inspection|Incident|Permit|Environmental Aspect|Carbon|Energy|ESG,F23,Carbon / Sustainability Performance [AGG-20-CARBON],Calculation Workbench|Enterprise Grid,HSE policy|work/activity context|monitoring/test data|supplier/environmental evidence|sustainability commitments,work controls|supplier/procurement|regulatory returns|operations|ESG disclosure,"Versioned calculation/model with inputs, assumptions, method, scenario and result provenance",candidate-explicit
EJOB-F23.09-PROFESSIONAL,Carbon Manager,,"Legal, Risk, Assets, HSE & Resilience — F23",JP-F23.09-PROFESSIONAL,reconciled-employment-profile,WP-W9-F23.09-PROFESSIONAL-002,Carbon Baseline,CALCULATION / MODEL,F23.09.A02,NATIVE,Operate,Hazard|Inspection|Incident|Permit|Environmental Aspect|Carbon|Energy|ESG,F23,Carbon / Sustainability Performance [AGG-20-CARBON],Calculation Workbench|Enterprise Grid,HSE policy|work/activity context|monitoring/test data|supplier/environmental evidence|sustainability commitments,work controls|supplier/procurement|regulatory returns|operations|ESG disclosure,"Versioned calculation/model with inputs, assumptions, method, scenario and result provenance",candidate-explicit
EJOB-F23.09-PROFESSIONAL,Carbon Manager,,"Legal, Risk, Assets, HSE & Resilience — F23",JP-F23.09-PROFESSIONAL,reconciled-employment-profile,WP-W9-F23.09-PROFESSIONAL-003,Carbon Target,PLAN / STRATEGY,F23.09.A03,NATIVE,Operate,Hazard|Inspection|Incident|Permit|Environmental Aspect|Carbon|Energy|ESG,F23,Carbon / Sustainability Performance [AGG-20-CARBON],Object Workspace|Structure Browser|Enterprise Grid,HSE policy|work/activity context|monitoring/test data|supplier/environmental evidence|sustainability commitments,work controls|supplier/procurement|regulatory returns|operations|ESG disclosure,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F23.09-PROFESSIONAL,Carbon Manager,,"Legal, Risk, Assets, HSE & Resilience — F23",JP-F23.09-PROFESSIONAL,reconciled-employment-profile,WP-W9-F23.09-PROFESSIONAL-004,Carbon Reduction Plan / Action,CHANGE,F23.09.A04,NATIVE,Operate,Hazard|Inspection|Incident|Permit|Environmental Aspect|Carbon|Energy|ESG,F23,Carbon / Sustainability Performance [AGG-20-CARBON],Change Workspace|Impact Assessment,HSE policy|work/activity context|monitoring/test data|supplier/environmental evidence|sustainability commitments,work controls|supplier/procurement|regulatory returns|operations|ESG disclosure,"Baseline, impact assessment, authority decision, implementation and verification evidence",candidate-explicit
EJOB-F19.02-PROFESSIONAL,Commercial Contracts Counsel,,"Legal, Risk, Assets, HSE & Resilience — F19",JP-F19.02-PROFESSIONAL,reconciled-employment-profile,WP-W9-F19.02-PROFESSIONAL-001,Contract Draft / Redline,CONTROLLED INFORMATION,F19.02.A01|F19.02.A02|F19.02.A03,NATIVE,Operate,Legal Matter|Contract|Entity|Proceeding|Obligation|Hold,F19,Contract [AGG-08-CONTRACT],Controlled Document Editor|Object Workspace,business request|contract/entity data|laws/regulations|evidence/records|authority policy,contract/business decisions|regulatory compliance|corporate governance|retention/eDiscovery|finance/legal spend,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F19.02-PROFESSIONAL,Commercial Contracts Counsel,,"Legal, Risk, Assets, HSE & Resilience — F19",JP-F19.02-PROFESSIONAL,reconciled-employment-profile,WP-W9-F19.02-PROFESSIONAL-002,Contract Approval,DECISION / APPROVAL,F19.02.A04,NATIVE,Operate,Legal Matter|Contract|Entity|Proceeding|Obligation|Hold,F19,Contract [AGG-08-CONTRACT],Decision Workspace|Approval Panel,business request|contract/entity data|laws/regulations|evidence/records|authority policy,contract/business decisions|regulatory compliance|corporate governance|retention/eDiscovery|finance/legal spend,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F19.02-PROFESSIONAL,Commercial Contracts Counsel,,"Legal, Risk, Assets, HSE & Resilience — F19",JP-F19.02-PROFESSIONAL,reconciled-employment-profile,WP-W9-F19.02-PROFESSIONAL-003,Executed Contract,TRANSACTION / COMMITMENT,F19.02.A05,NATIVE,Operate,Legal Matter|Contract|Entity|Proceeding|Obligation|Hold,F19,Contract [AGG-08-CONTRACT],Transaction Workspace|Approval Panel,business request|contract/entity data|laws/regulations|evidence/records|authority policy,contract/business decisions|regulatory compliance|corporate governance|retention/eDiscovery|finance/legal spend,"Counterparty/terms/authority with immutable issue, execution, amendment and completion history",candidate-explicit
EJOB-F19.02-PROFESSIONAL,Commercial Contracts Counsel,,"Legal, Risk, Assets, HSE & Resilience — F19",JP-F19.02-PROFESSIONAL,reconciled-employment-profile,WP-W9-F19.02-PROFESSIONAL-004,Contract Amendment,CHANGE,F19.02.A06,NATIVE,Operate,Legal Matter|Contract|Entity|Proceeding|Obligation|Hold,F19,Contract [AGG-08-CONTRACT],Change Workspace|Impact Assessment,business request|contract/entity data|laws/regulations|evidence/records|authority policy,contract/business decisions|regulatory compliance|corporate governance|retention/eDiscovery|finance/legal spend,"Baseline, impact assessment, authority decision, implementation and verification evidence",candidate-explicit
EJOB-F19.02-PROFESSIONAL,Commercial Contracts Counsel,,"Legal, Risk, Assets, HSE & Resilience — F19",JP-F19.02-PROFESSIONAL,reconciled-employment-profile,WP-W9-F19.02-PROFESSIONAL-005,Contract Renewal / Termination Decision,DECISION / APPROVAL,F19.02.A07|F19.02.A08,NATIVE,Operate,Legal Matter|Contract|Entity|Proceeding|Obligation|Hold,F19,Contract [AGG-08-CONTRACT],Decision Workspace|Approval Panel,business request|contract/entity data|laws/regulations|evidence/records|authority policy,contract/business decisions|regulatory compliance|corporate governance|retention/eDiscovery|finance/legal spend,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F19.05-PROFESSIONAL,Company Secretary,,"Legal, Risk, Assets, HSE & Resilience — F19",JP-F19.05-PROFESSIONAL,reconciled-employment-profile,WP-W9-F19.05-PROFESSIONAL-001,Board / Secretariat Governance Pack,CONTROLLED INFORMATION,F19.05.A01,NATIVE,Operate,Legal Matter|Contract|Entity|Proceeding|Obligation|Hold,F19,Corporate Secretariat / Entity Register [AGG-22-CORPORATE-SECRETARIAT],Controlled Document Editor|Object Workspace,business request|contract/entity data|laws/regulations|evidence/records|authority policy,contract/business decisions|regulatory compliance|corporate governance|retention/eDiscovery|finance/legal spend,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
