job_archetype_id,job_title,career_index,domain,internal_job_profile_ids,internal_profile_state,work_product_id,work_product_name,work_product_family,exact_activity_ids,authoring_mode_candidate,enterprise_stream,context_types,primary_functions,canonical_object_candidate,authoring_primitive_candidate,upstream_inputs,downstream_handoff,evidence_requirement,review_state
EJOB-F02.01-PROFESSIONAL,Board Governance Manager,,Enterprise Direction & Growth — F02,JP-F02.01-PROFESSIONAL,reconciled-employment-profile,WP-W5-F02.01-PROFESSIONAL-002,Board Pack,CONTROLLED INFORMATION,F02.01.A02,NATIVE,Operate,Enterprise|Governance Body|Meeting|Policy,F02,Governance Body / Meeting [AGG-02-GOVERNANCE],Controlled Document Editor|Object Workspace,corporate constitution|governance requirements|legal obligations|authority policy,enterprise decisions|policy execution|delegated authority|assurance/audit,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F02.01-PROFESSIONAL,Board Governance Manager,,Enterprise Direction & Growth — F02,JP-F02.01-PROFESSIONAL,reconciled-employment-profile,WP-W5-F02.01-PROFESSIONAL-003,Board Minutes,EXECUTION RECORD,F02.01.A03,NATIVE,Operate,Enterprise|Governance Body|Meeting|Policy,F02,Governance Body / Meeting [AGG-02-GOVERNANCE],Execution Record|Evidence Panel,corporate constitution|governance requirements|legal obligations|authority policy,enterprise decisions|policy execution|delegated authority|assurance/audit,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F02.01-PROFESSIONAL,Board Governance Manager,,Enterprise Direction & Growth — F02,JP-F02.01-PROFESSIONAL,reconciled-employment-profile,WP-W5-F02.01-PROFESSIONAL-004,Board Resolution Register,REGISTER / SCHEDULE,F02.01.A04,NATIVE,Operate,Enterprise|Governance Body|Meeting|Policy,F02,Governance Body / Meeting [AGG-02-GOVERNANCE],Enterprise Grid|Collection View,corporate constitution|governance requirements|legal obligations|authority policy,enterprise decisions|policy execution|delegated authority|assurance/audit,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F02.01-PROFESSIONAL,Board Governance Manager,,Enterprise Direction & Growth — F02,JP-F02.01-PROFESSIONAL,reconciled-employment-profile,WP-W5-F02.01-PROFESSIONAL-005,Board Action Register,REGISTER / SCHEDULE,F02.01.A05,NATIVE,Operate,Enterprise|Governance Body|Meeting|Policy,F02,Governance Body / Meeting [AGG-02-GOVERNANCE],Enterprise Grid|Collection View,corporate constitution|governance requirements|legal obligations|authority policy,enterprise decisions|policy execution|delegated authority|assurance/audit,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F06.03-PROFESSIONAL,Brand Manager,,Enterprise Direction & Growth — F06,JP-F06.03-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.03-PROFESSIONAL-001,Brand Strategy / Definition,PLAN / STRATEGY,F06.03.A01,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Brand / Marketing Plan [AGG-25-COMMUNICATIONS],Object Workspace|Structure Browser|Enterprise Grid,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F06.03-PROFESSIONAL,Brand Manager,,Enterprise Direction & Growth — F06,JP-F06.03-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.03-PROFESSIONAL-002,Brand Guidelines,CONTROLLED INFORMATION,F06.03.A02,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Brand / Marketing Plan [AGG-25-COMMUNICATIONS],Controlled Document Editor|Object Workspace,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F06.03-PROFESSIONAL,Brand Manager,,Enterprise Direction & Growth — F06,JP-F06.03-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.03-PROFESSIONAL-003,Brand Asset Register,REGISTER / SCHEDULE,F06.03.A03,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Brand / Marketing Plan [AGG-25-COMMUNICATIONS],Enterprise Grid|Collection View,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F06.03-PROFESSIONAL,Brand Manager,,Enterprise Direction & Growth — F06,JP-F06.03-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.03-PROFESSIONAL-004,Brand Health Report,REPORT / SNAPSHOT,F06.03.A04,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Brand / Marketing Plan [AGG-25-COMMUNICATIONS],Report Builder|Snapshot View,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,"Point-in-time/as-of snapshot with source data, calculation/filter and publication provenance",candidate-explicit
EJOB-F05.04-PROFESSIONAL,Business Case Development Specialist,,Enterprise Direction & Growth — F05,JP-F05.04-PROFESSIONAL,reconciled-employment-profile,WP-W5-F05.04-PROFESSIONAL-001,Demand Forecast,CALCULATION / MODEL,F05.04.A01,NATIVE,Operate,Portfolio|Product|Service|Lifecycle Stage,F05,Product / Service Business Case [AGG-04-BUSINESS-CASE],Calculation Workbench|Enterprise Grid,portfolio strategy|market/customer need|technology/capability inputs|financial assumptions,commercialisation|sales/marketing|delivery/operations|support/retirement,"Versioned calculation/model with inputs, assumptions, method, scenario and result provenance",candidate-explicit
EJOB-F05.04-PROFESSIONAL,Business Case Development Specialist,,Enterprise Direction & Growth — F05,JP-F05.04-PROFESSIONAL,reconciled-employment-profile,WP-W5-F05.04-PROFESSIONAL-002,Cost Model,CALCULATION / MODEL,F05.04.A02,NATIVE,Operate,Portfolio|Product|Service|Lifecycle Stage,F05,Product / Service Business Case [AGG-04-BUSINESS-CASE],Calculation Workbench|Enterprise Grid,portfolio strategy|market/customer need|technology/capability inputs|financial assumptions,commercialisation|sales/marketing|delivery/operations|support/retirement,"Versioned calculation/model with inputs, assumptions, method, scenario and result provenance",candidate-explicit
EJOB-F05.04-PROFESSIONAL,Business Case Development Specialist,,Enterprise Direction & Growth — F05,JP-F05.04-PROFESSIONAL,reconciled-employment-profile,WP-W5-F05.04-PROFESSIONAL-003,ROI / Financial Appraisal,CALCULATION / MODEL,F05.04.A03,NATIVE,Operate,Portfolio|Product|Service|Lifecycle Stage,F05,Product / Service Business Case [AGG-04-BUSINESS-CASE],Calculation Workbench|Enterprise Grid,portfolio strategy|market/customer need|technology/capability inputs|financial assumptions,commercialisation|sales/marketing|delivery/operations|support/retirement,"Versioned calculation/model with inputs, assumptions, method, scenario and result provenance",candidate-explicit
EJOB-F05.04-PROFESSIONAL,Business Case Development Specialist,,Enterprise Direction & Growth — F05,JP-F05.04-PROFESSIONAL,reconciled-employment-profile,WP-W5-F05.04-PROFESSIONAL-004,Business Case Risk Assessment,CASE / ASSESSMENT,F05.04.A04,NATIVE,Operate,Portfolio|Product|Service|Lifecycle Stage,F05,Product / Service Business Case [AGG-04-BUSINESS-CASE],Case Workspace|Assessment Form|Evidence Panel,portfolio strategy|market/customer need|technology/capability inputs|financial assumptions,commercialisation|sales/marketing|delivery/operations|support/retirement,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F05.04-PROFESSIONAL,Business Case Development Specialist,,Enterprise Direction & Growth — F05,JP-F05.04-PROFESSIONAL,reconciled-employment-profile,WP-W5-F05.04-PROFESSIONAL-005,Product / Service Investment Business Case,DECISION / APPROVAL,F05.04.A01|F05.04.A02|F05.04.A03|F05.04.A04|F05.04.A05,NATIVE,Operate,Portfolio|Product|Service|Lifecycle Stage,F05,Product / Service Business Case [AGG-04-BUSINESS-CASE],Decision Workspace|Approval Panel,portfolio strategy|market/customer need|technology/capability inputs|financial assumptions,commercialisation|sales/marketing|delivery/operations|support/retirement,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F01.04-PROFESSIONAL,Business Planning Manager,,Enterprise Direction & Growth — F01,JP-F01.04-PROFESSIONAL,reconciled-employment-profile,WP-W5-F01.04-PROFESSIONAL-001,Annual Business Plan,PLAN / STRATEGY,F01.04.A01,NATIVE,Operate,Enterprise|Strategy Cycle|Planning Period,F01,Strategy / Business Planning [AGG-02-STRATEGY],Object Workspace|Structure Browser|Enterprise Grid,enterprise purpose|external evidence|approved assumptions|performance history,governance|portfolio/investment|business planning|performance management,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F01.04-PROFESSIONAL,Business Planning Manager,,Enterprise Direction & Growth — F01,JP-F01.04-PROFESSIONAL,reconciled-employment-profile,WP-W5-F01.04-PROFESSIONAL-002,Business Unit Plan,PLAN / STRATEGY,F01.04.A02,NATIVE,Operate,Enterprise|Strategy Cycle|Planning Period,F01,Strategy / Business Planning [AGG-02-STRATEGY],Object Workspace|Structure Browser|Enterprise Grid,enterprise purpose|external evidence|approved assumptions|performance history,governance|portfolio/investment|business planning|performance management,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F01.04-PROFESSIONAL,Business Planning Manager,,Enterprise Direction & Growth — F01,JP-F01.04-PROFESSIONAL,reconciled-employment-profile,WP-W5-F01.04-PROFESSIONAL-003,Strategic Initiative & Ownership Register,REGISTER / SCHEDULE,F01.04.A03|F01.04.A04,NATIVE,Operate,Enterprise|Strategy Cycle|Planning Period,F01,Strategy / Business Planning [AGG-02-STRATEGY],Enterprise Grid|Collection View,enterprise purpose|external evidence|approved assumptions|performance history,governance|portfolio/investment|business planning|performance management,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F01.04-PROFESSIONAL,Business Planning Manager,,Enterprise Direction & Growth — F01,JP-F01.04-PROFESSIONAL,reconciled-employment-profile,WP-W5-F01.04-PROFESSIONAL-004,Business Plan Approval Record,DECISION / APPROVAL,F01.04.A05,NATIVE,Operate,Enterprise|Strategy Cycle|Planning Period,F01,Strategy / Business Planning [AGG-02-STRATEGY],Decision Workspace|Approval Panel,enterprise purpose|external evidence|approved assumptions|performance history,governance|portfolio/investment|business planning|performance management,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F06.05-PROFESSIONAL,Campaign Manager,,Enterprise Direction & Growth — F06,JP-F06.05-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.05-PROFESSIONAL-001,Campaign Brief / Plan,PLAN / STRATEGY,F06.05.A01,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Marketing / Communications Campaign [AGG-25-COMMS-CAMPAIGN],Object Workspace|Structure Browser|Enterprise Grid,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F06.05-PROFESSIONAL,Campaign Manager,,Enterprise Direction & Growth — F06,JP-F06.05-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.05-PROFESSIONAL-002,Campaign Content / Asset Set,CONTROLLED INFORMATION,F06.05.A02,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Marketing / Communications Campaign [AGG-25-COMMS-CAMPAIGN],Controlled Document Editor|Object Workspace,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F06.05-PROFESSIONAL,Campaign Manager,,Enterprise Direction & Growth — F06,JP-F06.05-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.05-PROFESSIONAL-003,Campaign Approval Record,DECISION / APPROVAL,F06.05.A03,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Marketing / Communications Campaign [AGG-25-COMMS-CAMPAIGN],Decision Workspace|Approval Panel,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F06.05-PROFESSIONAL,Campaign Manager,,Enterprise Direction & Growth — F06,JP-F06.05-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.05-PROFESSIONAL-004,Campaign Execution Record,EXECUTION RECORD,F06.05.A04,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Marketing / Communications Campaign [AGG-25-COMMS-CAMPAIGN],Execution Record|Evidence Panel,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F06.05-PROFESSIONAL,Campaign Manager,,Enterprise Direction & Growth — F06,JP-F06.05-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.05-PROFESSIONAL-005,Campaign Performance & Optimisation Report,REPORT / SNAPSHOT,F06.05.A05|F06.05.A06,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Marketing / Communications Campaign [AGG-25-COMMS-CAMPAIGN],Report Builder|Snapshot View,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,"Point-in-time/as-of snapshot with source data, calculation/filter and publication provenance",candidate-explicit
EJOB-F02.05-PROFESSIONAL,Committee Governance Specialist,,Enterprise Direction & Growth — F02,JP-F02.05-PROFESSIONAL,reconciled-employment-profile,WP-W5-F02.05-PROFESSIONAL-001,Committee Charter / Terms of Reference,CONTROLLED INFORMATION,F02.05.A01|F02.05.A02,NATIVE,Operate,Enterprise|Governance Body|Meeting|Policy,F02,Governance Body / Meeting [AGG-02-GOVERNANCE],Controlled Document Editor|Object Workspace,corporate constitution|governance requirements|legal obligations|authority policy,enterprise decisions|policy execution|delegated authority|assurance/audit,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F02.05-PROFESSIONAL,Committee Governance Specialist,,Enterprise Direction & Growth — F02,JP-F02.05-PROFESSIONAL,reconciled-employment-profile,WP-W5-F02.05-PROFESSIONAL-002,Committee Meeting Calendar,REGISTER / SCHEDULE,F02.05.A03,NATIVE,Operate,Enterprise|Governance Body|Meeting|Policy,F02,Governance Body / Meeting [AGG-02-GOVERNANCE],Enterprise Grid|Collection View,corporate constitution|governance requirements|legal obligations|authority policy,enterprise decisions|policy execution|delegated authority|assurance/audit,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F02.05-PROFESSIONAL,Committee Governance Specialist,,Enterprise Direction & Growth — F02,JP-F02.05-PROFESSIONAL,reconciled-employment-profile,WP-W5-F02.05-PROFESSIONAL-003,Committee Decision Record,DECISION / APPROVAL,F02.05.A04,NATIVE,Operate,Enterprise|Governance Body|Meeting|Policy,F02,Governance Body / Meeting [AGG-02-GOVERNANCE],Decision Workspace|Approval Panel,corporate constitution|governance requirements|legal obligations|authority policy,enterprise decisions|policy execution|delegated authority|assurance/audit,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F02.05-PROFESSIONAL,Committee Governance Specialist,,Enterprise Direction & Growth — F02,JP-F02.05-PROFESSIONAL,reconciled-employment-profile,WP-W5-F02.05-PROFESSIONAL-004,Committee Action Register,REGISTER / SCHEDULE,F02.05.A05,NATIVE,Operate,Enterprise|Governance Body|Meeting|Policy,F02,Governance Body / Meeting [AGG-02-GOVERNANCE],Enterprise Grid|Collection View,corporate constitution|governance requirements|legal obligations|authority policy,enterprise decisions|policy execution|delegated authority|assurance/audit,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F06.07-PROFESSIONAL,Content Marketing Specialist,,Enterprise Direction & Growth — F06,JP-F06.07-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.07-PROFESSIONAL-001,Content Strategy,PLAN / STRATEGY,F06.07.A01,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Marketing / Communications Campaign [AGG-25-COMMS-CAMPAIGN],Object Workspace|Structure Browser|Enterprise Grid,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F06.07-PROFESSIONAL,Content Marketing Specialist,,Enterprise Direction & Growth — F06,JP-F06.07-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.07-PROFESSIONAL-002,Content Asset,CONTROLLED INFORMATION,F06.07.A02,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Marketing / Communications Campaign [AGG-25-COMMS-CAMPAIGN],Controlled Document Editor|Object Workspace,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F06.07-PROFESSIONAL,Content Marketing Specialist,,Enterprise Direction & Growth — F06,JP-F06.07-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.07-PROFESSIONAL-003,Content Approval Record,DECISION / APPROVAL,F06.07.A03,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Marketing / Communications Campaign [AGG-25-COMMS-CAMPAIGN],Decision Workspace|Approval Panel,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F06.07-PROFESSIONAL,Content Marketing Specialist,,Enterprise Direction & Growth — F06,JP-F06.07-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.07-PROFESSIONAL-004,Publication Record,EXECUTION RECORD,F06.07.A04,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Marketing / Communications Campaign [AGG-25-COMMS-CAMPAIGN],Execution Record|Evidence Panel,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F06.07-PROFESSIONAL,Content Marketing Specialist,,Enterprise Direction & Growth — F06,JP-F06.07-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.07-PROFESSIONAL-005,Content Library Register,REGISTER / SCHEDULE,F06.07.A05,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Marketing / Communications Campaign [AGG-25-COMMS-CAMPAIGN],Enterprise Grid|Collection View,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F05.02-PROFESSIONAL,Customer & Market Insights Specialist,,Enterprise Direction & Growth — F05,JP-F05.02-PROFESSIONAL,reconciled-employment-profile,WP-W5-F05.02-PROFESSIONAL-001,Market / Customer Research Study,REPORT / SNAPSHOT,F05.02.A01,NATIVE,Operate,Portfolio|Product|Service|Lifecycle Stage,F05,Market / Customer Need [AGG-03-MARKET-INSIGHT],Report Builder|Snapshot View,portfolio strategy|market/customer need|technology/capability inputs|financial assumptions,commercialisation|sales/marketing|delivery/operations|support/retirement,"Point-in-time/as-of snapshot with source data, calculation/filter and publication provenance",candidate-explicit
EJOB-F05.02-PROFESSIONAL,Customer & Market Insights Specialist,,Enterprise Direction & Growth — F05,JP-F05.02-PROFESSIONAL,reconciled-employment-profile,WP-W5-F05.02-PROFESSIONAL-002,Customer Requirement & Need Register,REGISTER / SCHEDULE,F05.02.A02,NATIVE,Operate,Portfolio|Product|Service|Lifecycle Stage,F05,Market / Customer Need [AGG-03-MARKET-INSIGHT],Enterprise Grid|Collection View,portfolio strategy|market/customer need|technology/capability inputs|financial assumptions,commercialisation|sales/marketing|delivery/operations|support/retirement,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F05.02-PROFESSIONAL,Customer & Market Insights Specialist,,Enterprise Direction & Growth — F05,JP-F05.02-PROFESSIONAL,reconciled-employment-profile,WP-W5-F05.02-PROFESSIONAL-003,Customer Problem / Unmet Need Assessment,CASE / ASSESSMENT,F05.02.A03|F05.02.A04,NATIVE,Operate,Portfolio|Product|Service|Lifecycle Stage,F05,Market / Customer Need [AGG-03-MARKET-INSIGHT],Case Workspace|Assessment Form|Evidence Panel,portfolio strategy|market/customer need|technology/capability inputs|financial assumptions,commercialisation|sales/marketing|delivery/operations|support/retirement,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F06.02-PROFESSIONAL,Customer Segmentation Specialist,,Enterprise Direction & Growth — F06,JP-F06.02-PROFESSIONAL,reconciled-employment-profile,WP-W5-F06.02-PROFESSIONAL-001,Customer Segmentation Model,CALCULATION / MODEL,F06.02.A01,NATIVE,Operate,Market|Audience|Campaign|Channel|Brand,F06,Market Insight / Segment [AGG-03-MARKET-INSIGHT],Calculation Workbench|Enterprise Grid,marketing strategy|market/customer insight|brand rules|product/service portfolio,sales pipeline|customer engagement|brand/content channels|marketing investment decisions,"Versioned calculation/model with inputs, assumptions, method, scenario and result provenance",candidate-explicit
