job_archetype_id,job_title,career_index,domain,internal_job_profile_ids,internal_profile_state,work_product_id,work_product_name,authoring_mode_candidate,enterprise_stream,context_types,primary_functions,primary_subfunctions,canonical_object_candidate,authoring_primitive_candidate,upstream_inputs,downstream_handoff,evidence_requirement,review_state
JOB-CCM,Construction Contracts Manager,22,"Commercial, Contracts & Cost",JP-F07.08-PROFESSIONAL|JP-F19.02-PROFESSIONAL|JP-F19.03-PROFESSIONAL,candidate-multi-profile-composition,WP-CCM-011,Contract Closeout / Final Account Handover,ASSISTED,Deliver,Contract|Project,F19|F26|F27,F19.02|F26.06|F27.08,Final Account / Closeout Pack,Assisted Report Generator,final account|outstanding obligations|claims|certificates,Archive / operations / finance,Acceptance and closeout evidence,candidate-revalidation
JOB-PLN,Project Planner,,"Portfolio, Programme & Project Management",JP-F27.05-PROFESSIONAL,candidate-direct-profile,WP-PLN-001,Planning Basis / Planning Assumptions,ASSISTED,Deliver,Project|Programme,F27,F27.05,Information Container / Planning Basis,Assisted Report Generator,scope|contract dates|calendars|constraints,Schedule development,Approved assumptions and planning rules,candidate-revalidation
JOB-PLN,Project Planner,,"Portfolio, Programme & Project Management",JP-F27.05-PROFESSIONAL,candidate-direct-profile,WP-PLN-002,Work Breakdown Structure,NATIVE,Deliver,Project,F27,F27.05,WBS Element,Structure Browser,scope|deliverables|stage plan,Schedule / budget / work packages,Controlled hierarchy and change history,candidate-revalidation
JOB-PLN,Project Planner,,"Portfolio, Programme & Project Management",JP-F27.05-PROFESSIONAL,candidate-direct-profile,WP-PLN-003,Project Schedule,NATIVE,Deliver,Project|WBS,F27,F27.05,Schedule / Schedule Activity / Milestone,Enterprise Grid|Structure Browser,WBS|durations|calendars|logic,Baseline / progress,Logic network and current forecast,candidate-revalidation
JOB-PLN,Project Planner,,"Portfolio, Programme & Project Management",JP-F27.05-PROFESSIONAL,candidate-direct-profile,WP-PLN-004,Dependency / Logic Network,NATIVE,Deliver,Schedule,F27,F27.05,Schedule Dependency,Enterprise Grid,activities|constraints,Critical path / forecast,Traceable predecessor/successor logic,candidate-revalidation
JOB-PLN,Project Planner,,"Portfolio, Programme & Project Management",JP-F27.05-PROFESSIONAL,candidate-direct-profile,WP-PLN-005,Schedule Baseline,NATIVE,Deliver,Project|Schedule,F27,F27.05,Schedule Baseline,Decision Workspace,approved schedule,Variance control,Immutable approved snapshot,candidate-revalidation
JOB-PLN,Project Planner,,"Portfolio, Programme & Project Management",JP-F27.05-PROFESSIONAL,candidate-direct-profile,WP-PLN-006,Resource Requirement Plan,NATIVE,Deliver,Project|Activity|Period,F15|F27,F27.05|F27.10,Resource Requirement,Enterprise Grid,schedule|skills|plant|crew demand,Resource allocation,Time-phased requirement evidence,candidate-revalidation
JOB-PLN,Project Planner,,"Portfolio, Programme & Project Management",JP-F27.05-PROFESSIONAL,candidate-direct-profile,WP-PLN-007,Look-ahead / Short-term Plan,NATIVE,Deliver,Project|Site|Work Package,F27,F27.05,Schedule View / Work Package Plan,Enterprise Grid,current schedule|constraints|readiness,Site coordination,Dated plan and revision,candidate-revalidation
JOB-PLN,Project Planner,,"Portfolio, Programme & Project Management",JP-F27.05-PROFESSIONAL,candidate-direct-profile,WP-PLN-008,Progress Update,NATIVE,Deliver,Activity|Work Package|Period,F27,F27.06|F27.07,Progress Record,Enterprise Grid,field evidence|quantities|status dates,Forecast schedule,Attributable progress observations,candidate-revalidation
JOB-PLN,Project Planner,,"Portfolio, Programme & Project Management",JP-F27.05-PROFESSIONAL,candidate-direct-profile,WP-PLN-009,Schedule Variance / Delay Analysis,ASSISTED,Deliver,Project|Schedule|Period,F27,F27.07,Controlled Reporting Snapshot,Calculation Workbench|Assisted Report Generator,baseline|current schedule|events|progress,Recovery / claim / management decision,Baseline-to-current variance and source events,candidate-revalidation
JOB-PLN,Project Planner,,"Portfolio, Programme & Project Management",JP-F27.05-PROFESSIONAL,candidate-direct-profile,WP-PLN-010,Recovery / Replan Proposal,NATIVE,Deliver,Project|Schedule,F27,F27.05|F27.07,Schedule Version / Change Proposal,Enterprise Change Workspace,variance|constraints|resources,Approved rebaseline / execution,Change rationale and decision evidence,candidate-revalidation
JOB-PC,Project Controls Manager,,"Portfolio, Programme & Project Management",JP-F27.07-PROFESSIONAL,candidate-direct-profile,WP-PC-001,Project Controls Baseline Pack,ASSISTED,Deliver,Project,F14|F27,F27.07|F14.02,Budget / Schedule Baseline / Control Basis,Assisted Report Generator,scope|estimate|schedule|risk|cost codes,Control cycle,Approved baseline references,candidate-revalidation
JOB-PC,Project Controls Manager,,"Portfolio, Programme & Project Management",JP-F27.07-PROFESSIONAL,candidate-direct-profile,WP-PC-002,Project Budget / Cost Baseline,NATIVE,Deliver,Project|WBS|Cost Code,F14|F27,F14.02|F27.07,Budget,Enterprise Grid,estimate|funding|cost structure,Cost control,Approved baseline and revisions,candidate-revalidation
JOB-PC,Project Controls Manager,,"Portfolio, Programme & Project Management",JP-F27.07-PROFESSIONAL,candidate-direct-profile,WP-PC-003,Project Forecast,NATIVE,Deliver,Project|WBS|Period,F14|F27,F14.03|F27.07,Forecast,Calculation Workbench|Enterprise Grid,budget|commitments|actuals|accruals|risk,Enterprise forecast,Versioned forecast and assumptions,candidate-revalidation
JOB-PC,Project Controls Manager,,"Portfolio, Programme & Project Management",JP-F27.07-PROFESSIONAL,candidate-direct-profile,WP-PC-004,Schedule / Baseline Control,NATIVE,Deliver,Project|Schedule,F27,F27.07,Schedule / Schedule Baseline,Structure Browser,current schedule|approved baseline,Variance / change,Baseline lineage and variance,candidate-revalidation
JOB-PC,Project Controls Manager,,"Portfolio, Programme & Project Management",JP-F27.07-PROFESSIONAL,candidate-direct-profile,WP-PC-005,Progress Measurement,NATIVE,Deliver,Project|Activity|Work Package,F27,F27.07,Progress Record,Enterprise Grid,field evidence|quantities|milestones,Schedule / earned value / valuation,Attributable progress basis,candidate-revalidation
JOB-PC,Project Controls Manager,,"Portfolio, Programme & Project Management",JP-F27.07-PROFESSIONAL,candidate-direct-profile,WP-PC-006,Change Control Register,NATIVE,Deliver,Project|Contract,F27,F27.07,Project Change / Commercial Change references,Enterprise Change Workspace,change requests|impacts|decisions,Budget/schedule/contract updates,Approved change provenance,candidate-revalidation
JOB-PC,Project Controls Manager,,"Portfolio, Programme & Project Management",JP-F27.07-PROFESSIONAL,candidate-direct-profile,WP-PC-007,Risk / Contingency Position,NATIVE,Deliver,Project|Period,F20|F27,F27.07,Risk / Risk Assessment / Contingency Position,Enterprise Grid,risk register|cost/schedule impacts,Forecast / management action,Quantified assumptions and ownership,candidate-revalidation
JOB-PC,Project Controls Manager,,"Portfolio, Programme & Project Management",JP-F27.07-PROFESSIONAL,candidate-direct-profile,WP-PC-008,Commitment / Actual / Accrual Position,NATIVE,Deliver,Project|WBS|Period,F14|F27,F14.04|F14.05|F14.11,Project Financial Control Projection,Calculation Workbench,POs|invoices|receipts|journals|accruals,Forecast / cost report,Source-to-projection traceability,candidate-revalidation
JOB-PC,Project Controls Manager,,"Portfolio, Programme & Project Management",JP-F27.07-PROFESSIONAL,candidate-direct-profile,WP-PC-009,Earned Value / Performance Position,ASSISTED,Deliver,Project|Period,F27,F27.07,Controlled Reporting Snapshot,Calculation Workbench|Assisted Report Generator,baseline|progress|budget|actuals,Management review,"Defined measures, period and source snapshots",candidate-revalidation
JOB-PC,Project Controls Manager,,"Portfolio, Programme & Project Management",JP-F27.07-PROFESSIONAL,candidate-direct-profile,WP-PC-010,Project Cost / Schedule Report,ASSISTED,Deliver,Project|Period,F14|F27,F14.14|F27.07,Controlled Reporting Snapshot,Assisted Report Generator,forecast|variance|risk|change|schedule,Sponsor / programme review,Period-locked data and commentary,candidate-revalidation
JOB-PC,Project Controls Manager,,"Portfolio, Programme & Project Management",JP-F27.07-PROFESSIONAL,candidate-direct-profile,WP-PC-011,Trend / Exception Register,NATIVE,Deliver,Project|Period,F27,F27.07,Issue / Trend / Exception,Collection View,variance|risk|change|performance,Corrective action / escalation,"Owner, due date and disposition",candidate-revalidation
JOB-PC,Project Controls Manager,,"Portfolio, Programme & Project Management",JP-F27.07-PROFESSIONAL,candidate-direct-profile,WP-PC-012,Reforecast / Rebaseline Decision Pack,ASSISTED,Deliver,Project|Period,F14|F27,F14.03|F27.07,Decision Pack / Controlled Snapshot,Decision Workspace|Assisted Report Generator,forecast|schedule|change|risk,Approved revised control baseline,Decision authority and superseded baseline,candidate-revalidation
JOB-PA,Project Accountant,,"Finance, Accounting & Project Financial Control",JP-F14.11-PROFESSIONAL|JP-F14.12-PROFESSIONAL|JP-F14.14-PROFESSIONAL,candidate-multi-profile-composition,WP-PA-001,Project Financial Setup / Dimensions,NATIVE,Operate,Legal Entity|Project|WBS|Contract,F14,F14.04|F14.11,Financial Dimension / Ledger Context,Enterprise Grid,project|WBS|cost codes|ledger,Posting / reporting,Approved dimensions and effective mappings,candidate-revalidation
JOB-PA,Project Accountant,,"Finance, Accounting & Project Financial Control",JP-F14.11-PROFESSIONAL|JP-F14.12-PROFESSIONAL|JP-F14.14-PROFESSIONAL,candidate-multi-profile-composition,WP-PA-002,Project Budget,NATIVE,Deliver,Project|WBS|Period,F14|F27,F14.02,Budget,Enterprise Grid,approved estimate|funding|cost structure,Cost control,Approved budget baseline,candidate-revalidation
JOB-PA,Project Accountant,,"Finance, Accounting & Project Financial Control",JP-F14.11-PROFESSIONAL|JP-F14.12-PROFESSIONAL|JP-F14.14-PROFESSIONAL,candidate-multi-profile-composition,WP-PA-003,Project Forecast,NATIVE,Deliver,Project|WBS|Period,F14,F14.03,Forecast,Calculation Workbench|Enterprise Grid,budget|actuals|commitments|accruals,Enterprise forecast,Versioned assumptions and approvals,candidate-revalidation
JOB-PA,Project Accountant,,"Finance, Accounting & Project Financial Control",JP-F14.11-PROFESSIONAL|JP-F14.12-PROFESSIONAL|JP-F14.14-PROFESSIONAL,candidate-multi-profile-composition,WP-PA-004,Accrual / Prepayment Calculation,NATIVE,Operate,Project|Period|Contract,F14,F14.04|F14.12,Journal / Accrual Calculation,Enterprise Grid|Calculation Workbench,receipts|invoices|progress|contract,Period close posting,Calculation basis and posting reference,candidate-revalidation
JOB-PA,Project Accountant,,"Finance, Accounting & Project Financial Control",JP-F14.11-PROFESSIONAL|JP-F14.12-PROFESSIONAL|JP-F14.14-PROFESSIONAL,candidate-multi-profile-composition,WP-PA-005,Project Journal / Adjustment,NATIVE,Operate,Legal Entity|Project|Period,F14,F14.04,Journal / Ledger Entry,Focused Form,approved accounting basis|dimensions,Ledger,Immutable posting / reversal provenance,candidate-revalidation
JOB-PA,Project Accountant,,"Finance, Accounting & Project Financial Control",JP-F14.11-PROFESSIONAL|JP-F14.12-PROFESSIONAL|JP-F14.14-PROFESSIONAL,candidate-multi-profile-composition,WP-PA-006,Supplier Invoice Project Coding Review,NATIVE,Operate,Supplier|Project|PO|Period,F14,F14.05,Supplier Invoice / Coding Allocation,Enterprise Grid,invoice|PO|receipt|project dimensions,AP approval / posting,Match and coding evidence,candidate-revalidation
JOB-PA,Project Accountant,,"Finance, Accounting & Project Financial Control",JP-F14.11-PROFESSIONAL|JP-F14.12-PROFESSIONAL|JP-F14.14-PROFESSIONAL,candidate-multi-profile-composition,WP-PA-007,Customer Billing / Receivable Basis,NATIVE,Operate,Contract|Project|Period,F14,F14.06,Customer Invoice,Enterprise Grid,certificate|milestone|contract|tax,AR open item,Billing basis and posting reference,candidate-revalidation
JOB-PA,Project Accountant,,"Finance, Accounting & Project Financial Control",JP-F14.11-PROFESSIONAL|JP-F14.12-PROFESSIONAL|JP-F14.14-PROFESSIONAL,candidate-multi-profile-composition,WP-PA-008,Project Cost Reconciliation,NATIVE,Operate,Project|Period,F14,F14.11|F14.12,Reconciliation / Cost Projection,Calculation Workbench,ledger|commitments|receipts|commercial valuations,Close / forecast,Reconciled exceptions and corrections,candidate-revalidation
JOB-PA,Project Accountant,,"Finance, Accounting & Project Financial Control",JP-F14.11-PROFESSIONAL|JP-F14.12-PROFESSIONAL|JP-F14.14-PROFESSIONAL,candidate-multi-profile-composition,WP-PA-009,Project Financial Report,ASSISTED,Operate,Project|Period,F14,F14.14,Controlled Reporting Snapshot,Assisted Report Generator,P&L|balance sheet dimensions|cash|forecast|cost,Project / finance review,Period-locked finance source,candidate-revalidation
JOB-PA,Project Accountant,,"Finance, Accounting & Project Financial Control",JP-F14.11-PROFESSIONAL|JP-F14.12-PROFESSIONAL|JP-F14.14-PROFESSIONAL,candidate-multi-profile-composition,WP-PA-010,Project Close Financial Pack,ASSISTED,Operate,Project|Contract|Period,F14|F27,F14.12|F27.08,Close Pack / Controlled Reporting Snapshot,Assisted Report Generator,final invoices|accruals|assets|settlements|open items,Project closure,Close checklist and residual exceptions,candidate-revalidation
JOB-DM,Design Manager,,"Design, Engineering, BIM & Information Management",,gap-no-direct-job-profile,WP-DM-001,Design Responsibility Matrix,NATIVE,Deliver,Project|Stage|Discipline,F26|F27,F26.05|F27.04,Responsibility Assignment,Enterprise Grid,appointments|deliverables|disciplines,Information planning,Effective responsibility and acceptance,candidate-revalidation
JOB-DM,Design Manager,,"Design, Engineering, BIM & Information Management",,gap-no-direct-job-profile,WP-DM-002,Information Requirements / Deliverable Register,NATIVE,Deliver,Project|Stage,F26,F26.05,Information Requirement / Deliverable,Enterprise Grid,client requirements|contract|stage plan,Delivery plans / authoring,Requirement-to-deliverable traceability,candidate-revalidation
JOB-DM,Design Manager,,"Design, Engineering, BIM & Information Management",,gap-no-direct-job-profile,WP-DM-003,Information Delivery Plan,NATIVE,Deliver,Project|Stage|Discipline,F26|F27,F26.05|F27.05,Information Delivery Plan,Enterprise Grid|Structure Browser,deliverables|responsibilities|programme,Design production,"Dates, owners and status",candidate-revalidation
JOB-DM,Design Manager,,"Design, Engineering, BIM & Information Management",,gap-no-direct-job-profile,WP-DM-004,Design Programme / Interface Plan,NATIVE,Deliver,Project|Schedule|Discipline,F27,F27.05,Schedule / Design Work Package,Enterprise Grid,delivery plan|dependencies|reviews,Coordination / issue,Design milestones and interfaces,candidate-revalidation
JOB-DM,Design Manager,,"Design, Engineering, BIM & Information Management",,gap-no-direct-job-profile,WP-DM-005,Design Review,NATIVE,Deliver,Project|Information Container,F13|F26,F13.03|F26.05,Design Review / Review Comment,Viewer Workspace|Split Work Mode,drawing|model|specification|criteria,Revision / approval,"Reviewer, disposition and exact revision",candidate-revalidation
JOB-DM,Design Manager,,"Design, Engineering, BIM & Information Management",,gap-no-direct-job-profile,WP-DM-006,Coordination / Clash Issue,NATIVE,Deliver,Project|Model|Location,F26,F26.05,Coordination Issue,Viewer Workspace,discipline models|spatial context,Resolution / design change,Issue ownership and closure,candidate-revalidation
JOB-DM,Design Manager,,"Design, Engineering, BIM & Information Management",,gap-no-direct-job-profile,WP-DM-007,Design Decision,NATIVE,Deliver,Project|Stage,F27,F27.07,Decision,Decision Workspace,options|requirements|review evidence,Approved design basis,"Authority, rationale and evidence",candidate-revalidation
JOB-DM,Design Manager,,"Design, Engineering, BIM & Information Management",,gap-no-direct-job-profile,WP-DM-008,RFI / Technical Query Coordination,NATIVE,Deliver,Project|Work Package,F26,F26.05,Information Query,Object Workspace,site query|design information,Response / design change,Question/response/closure history,candidate-revalidation
JOB-DM,Design Manager,,"Design, Engineering, BIM & Information Management",,gap-no-direct-job-profile,WP-DM-009,Design Change Control,NATIVE,Deliver,Project|Information Context,F26|F27,F26.05|F27.07,Design Change,Enterprise Change Workspace,query|review|client change|coordination issue,Revised information / commercial change,Impact and decision evidence,candidate-revalidation
JOB-DM,Design Manager,,"Design, Engineering, BIM & Information Management",,gap-no-direct-job-profile,WP-DM-010,Information Issue / Transmittal,NATIVE,Deliver,Project|Recipient,F26,F26.05,Information Issue / Transmittal,Collection View,approved information containers,Construction / client / supply chain,Immutable issue manifest,candidate-revalidation
JOB-DM,Design Manager,,"Design, Engineering, BIM & Information Management",,gap-no-direct-job-profile,WP-DM-011,Design Status / Assurance Report,ASSISTED,Deliver,Project|Stage|Period,F13|F26|F27,F13.03|F27.07,Controlled Reporting Snapshot,Assisted Report Generator,deliverables|reviews|queries|changes|issues,Project governance,Period-locked design status,candidate-revalidation
JOB-DM,Design Manager,,"Design, Engineering, BIM & Information Management",,gap-no-direct-job-profile,WP-DM-012,Handover Information Readiness,NATIVE,Deliver,Project|Asset|System,F22|F26,F22.05|F26.05,Handover Deliverable / Readiness Record,Enterprise Grid,as-built info|asset data|O&M|commissioning evidence,Handover acceptance,Completeness and outstanding-item evidence,candidate-revalidation
JOB-CE,Civil Engineer,18,Engineering & Technical Design,,gap-no-direct-job-profile,WP-CE-001,Design Basis / Engineering Requirements,NATIVE,Deliver,Project|Stage|Asset/System,F22|F26,F22.05|F26.05,Engineering Requirement / Information Container,Object Workspace,brief|survey|standards|constraints,Design calculation / option,Assumptions and requirement coverage,candidate-revalidation
JOB-CE,Civil Engineer,18,Engineering & Technical Design,,gap-no-direct-job-profile,WP-CE-002,Civil Engineering Calculation,CONNECTED,Deliver,Project|Stage,F26,F26.05,Information Container: Calculation,Connected Authoring Adapter,design basis|survey|loads,Design / review,Revision and checker evidence,candidate-revalidation
JOB-CE,Civil Engineer,18,Engineering & Technical Design,,gap-no-direct-job-profile,WP-CE-003,Civil Design Model / Drawing,CONNECTED,Deliver,Project|Stage|Site,F26,F26.05,Information Container: Model / Drawing,Connected Authoring Adapter|Viewer Workspace,survey|calculation|requirements,Coordination / construction,Revision/status/issue provenance,candidate-revalidation
JOB-CE,Civil Engineer,18,Engineering & Technical Design,,gap-no-direct-job-profile,WP-CE-004,Civil Specification / Technical Schedule,CONNECTED,Deliver,Project|Work Package,F26,F26.05,Information Container: Specification / Technical Schedule,Connected Authoring Adapter,design|standards|items,Procurement / construction,Controlled revision and approval,candidate-revalidation
JOB-CE,Civil Engineer,18,Engineering & Technical Design,,gap-no-direct-job-profile,WP-CE-005,Design Review / Check,NATIVE,Deliver,Project|Information Container,F13|F26,F13.03|F26.05,Design Review,Viewer Workspace,calculation|drawing|model|criteria,Approval / revision,Checker category and exact revision,candidate-revalidation
JOB-CE,Civil Engineer,18,Engineering & Technical Design,,gap-no-direct-job-profile,WP-CE-006,Technical Query / RFI Response,NATIVE,Deliver,Project|Work Package,F26,F26.05,Information Query Response,Object Workspace|Viewer Workspace,query|design basis|site evidence,Construction / design change,Approved response and references,candidate-revalidation
JOB-CE,Civil Engineer,18,Engineering & Technical Design,,gap-no-direct-job-profile,WP-CE-007,Design Change,NATIVE,Deliver,Project|Information Context,F26|F27,F26.05|F27.07,Design Change,Enterprise Change Workspace,RFI|site condition|client instruction,Revised design / commercial link,Impact and decision evidence,candidate-revalidation
JOB-CE,Civil Engineer,18,Engineering & Technical Design,,gap-no-direct-job-profile,WP-CE-008,Site Inspection / Technical Visit,NATIVE,Deliver,Site|Location|Work Package,F13|F22,F13.04|F22.05,Inspection,Field/Mobile composition,issued design|work scope,Defect / acceptance / query,"Photos, observations and attribution",candidate-revalidation
JOB-CE,Civil Engineer,18,Engineering & Technical Design,,gap-no-direct-job-profile,WP-CE-009,As-built / Record Information,CONNECTED,Deliver,Project|Asset|Site,F22|F26,F22.05|F26.05,Handover Information Container,Connected Authoring Adapter,construction changes|survey|inspection,Asset operations,Accepted as-built revision,candidate-revalidation
JOB-CE,Civil Engineer,18,Engineering & Technical Design,,gap-no-direct-job-profile,WP-CE-010,Engineering Completion / Design Assurance Statement,ASSISTED,Deliver,Project|Stage,F13|F26,F13.03|F26.05,Certificate / Controlled Report,Assisted Report Generator,reviews|changes|inspection|information status,Handover / governance,Signer authority and source evidence,candidate-revalidation
JOB-SE,Structural Engineer,75,Engineering & Technical Design,,gap-no-direct-job-profile,WP-SE-001,Structural Design Basis,NATIVE,Deliver,Project|Stage|System,F26,F26.05,Engineering Requirement / Information Container,Object Workspace,brief|loads|materials|standards,Analysis / calculation,Assumptions and design basis,candidate-revalidation
JOB-SE,Structural Engineer,75,Engineering & Technical Design,,gap-no-direct-job-profile,WP-SE-002,Structural Analysis Model,CONNECTED,Deliver,Project|Stage,F26,F26.05,Information Container: Model,Connected Authoring Adapter,design basis|geometry|loads,Calculation / design review,Model version and solver provenance,candidate-revalidation
JOB-SE,Structural Engineer,75,Engineering & Technical Design,,gap-no-direct-job-profile,WP-SE-003,Structural Calculation,CONNECTED,Deliver,Project|Stage,F26,F26.05,Information Container: Calculation,Connected Authoring Adapter,analysis|materials|codes,Drawing/specification,Checker and revision evidence,candidate-revalidation
JOB-SE,Structural Engineer,75,Engineering & Technical Design,,gap-no-direct-job-profile,WP-SE-004,Structural Drawing / Model,CONNECTED,Deliver,Project|Stage|Location,F26,F26.05,Information Container: Drawing / Model,Connected Authoring Adapter|Viewer Workspace,calculation|architecture|MEP interfaces,Construction / coordination,Revision/status/issue provenance,candidate-revalidation
JOB-SE,Structural Engineer,75,Engineering & Technical Design,,gap-no-direct-job-profile,WP-SE-005,Structural Specification / Schedule,CONNECTED,Deliver,Project|Work Package,F26,F26.05,Specification / Technical Schedule,Connected Authoring Adapter|Enterprise Grid,design|materials|products,Procurement / construction,Approved technical requirements,candidate-revalidation
JOB-SE,Structural Engineer,75,Engineering & Technical Design,,gap-no-direct-job-profile,WP-SE-006,Independent / Design Check Record,NATIVE,Deliver,Project|Information Container,F13|F26,F13.03|F26.05,Design Review,Viewer Workspace,calculation|model|check category,Approval / revision,Checker competence and disposition,candidate-revalidation
JOB-SE,Structural Engineer,75,Engineering & Technical Design,,gap-no-direct-job-profile,WP-SE-007,Technical Query Response,NATIVE,Deliver,Project|Work Package,F26,F26.05,Information Query Response,Object Workspace,query|site condition|design basis,Construction / change,Approved technical response,candidate-revalidation
JOB-SE,Structural Engineer,75,Engineering & Technical Design,,gap-no-direct-job-profile,WP-SE-008,Structural Design Change,NATIVE,Deliver,Project|Information Context,F26|F27,F26.05|F27.07,Design Change,Enterprise Change Workspace,RFI|coordination|site condition,Revised design / commercial link,Impact assessment and decision,candidate-revalidation
JOB-SE,Structural Engineer,75,Engineering & Technical Design,,gap-no-direct-job-profile,WP-SE-009,Structural Inspection / Site Review,NATIVE,Deliver,Site|Location|Work Package,F13|F22,F13.04|F22.05,Inspection,Field/Mobile composition,issued design|installed work,Defect / acceptance,Observation and photographic evidence,candidate-revalidation
JOB-SE,Structural Engineer,75,Engineering & Technical Design,,gap-no-direct-job-profile,WP-SE-010,Structural Completion / Record Pack,ASSISTED,Deliver,Project|Asset/System,F13|F26,F13.08|F26.06,Handover Pack / Controlled Report,Assisted Report Generator,as-built|calculations|inspection|certificates,Handover / archive,Exact revision and evidence manifest,candidate-revalidation
JOB-BCO,Building Control Officer,8,"Regulation, Inspection & Compliance",,gap-no-direct-job-profile,WP-BCO-001,Building Control Application / Case,NATIVE,Deliver,Property|Project|Applicant,F20|F22,F20.02|F22.05,Compliance Case / Application,Case Workspace,application|plans|project/property context,Plan assessment / consultation,Submission and applicant provenance,candidate-revalidation
