job_archetype_id,job_title,career_index,domain,internal_job_profile_ids,internal_profile_state,work_product_id,work_product_name,work_product_family,exact_activity_ids,authoring_mode_candidate,enterprise_stream,context_types,primary_functions,canonical_object_candidate,authoring_primitive_candidate,upstream_inputs,downstream_handoff,evidence_requirement,review_state
EJOB-F17.13-PROFESSIONAL,AI Governance Specialist,,Workforce & Digital — F17,JP-F17.13-PROFESSIONAL,reconciled-employment-profile,WP-W8-F17.13-PROFESSIONAL-004,AI Performance Monitoring Snapshot,REPORT / SNAPSHOT,F17.13.A04,NATIVE,Operate,Data Domain|Dataset|Data Product|Model|AI Use Case|Access Request,F17,AI Use Case / Model [AGG-24-AI],Report Builder|Snapshot View,business/data requirements|source systems|data governance policy|approved access grants|model/use-case requirements,business decisions|application/data consumption|AI deployment|governance/assurance|retention/disposition,"Point-in-time/as-of snapshot with source data, calculation/filter and publication provenance",candidate-explicit
EJOB-F17.13-PROFESSIONAL,AI Governance Specialist,,Workforce & Digital — F17,JP-F17.13-PROFESSIONAL,reconciled-employment-profile,WP-W8-F17.13-PROFESSIONAL-005,Bias / Fairness Review,CASE / ASSESSMENT,F17.13.A05,NATIVE,Operate,Data Domain|Dataset|Data Product|Model|AI Use Case|Access Request,F17,AI Use Case / Model [AGG-24-AI],Case Workspace|Assessment Form|Evidence Panel,business/data requirements|source systems|data governance policy|approved access grants|model/use-case requirements,business decisions|application/data consumption|AI deployment|governance/assurance|retention/disposition,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F16.04-PROFESSIONAL,Application Manager,,Workforce & Digital — F16,JP-F16.04-PROFESSIONAL,reconciled-employment-profile,WP-W8-F16.04-PROFESSIONAL-001,Application Acquisition / Build Decision,DECISION / APPROVAL,F16.04.A01,NATIVE,Operate,Technology Service|Application|Environment|Incident|Change|Configuration Item,F16,Technology Resource / Service [AGG-24-TECHNOLOGY-RESOURCE],Decision Workspace|Approval Panel,business/solution requirements|technology standards|approved access grants|service demand|supplier contracts,business services|identity/access provisioning|cybersecurity|data platforms|asset/finance/vendor management,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F16.04-PROFESSIONAL,Application Manager,,Workforce & Digital — F16,JP-F16.04-PROFESSIONAL,reconciled-employment-profile,WP-W8-F16.04-PROFESSIONAL-002,Application Configuration Baseline,CONTROLLED INFORMATION,F16.04.A02,NATIVE,Operate,Technology Service|Application|Environment|Incident|Change|Configuration Item,F16,Technology Resource / Service [AGG-24-TECHNOLOGY-RESOURCE],Controlled Document Editor|Object Workspace,business/solution requirements|technology standards|approved access grants|service demand|supplier contracts,business services|identity/access provisioning|cybersecurity|data platforms|asset/finance/vendor management,"Controlled revision with author, reviewer, approver, issue/effective date and supersession provenance",candidate-explicit
EJOB-F16.04-PROFESSIONAL,Application Manager,,Workforce & Digital — F16,JP-F16.04-PROFESSIONAL,reconciled-employment-profile,WP-W8-F16.04-PROFESSIONAL-003,Application Test Record,INSPECTION / TEST,F16.04.A03,NATIVE,Operate,Technology Service|Application|Environment|Incident|Change|Configuration Item,F16,Technology Resource / Service [AGG-24-TECHNOLOGY-RESOURCE],Test / Inspection Workbench|Evidence Panel,business/solution requirements|technology standards|approved access grants|service demand|supplier contracts,business services|identity/access provisioning|cybersecurity|data platforms|asset/finance/vendor management,"Inspection/test basis, method, result, evidence, performer/reviewer and acceptance status",candidate-explicit
EJOB-F16.04-PROFESSIONAL,Application Manager,,Workforce & Digital — F16,JP-F16.04-PROFESSIONAL,reconciled-employment-profile,WP-W8-F16.04-PROFESSIONAL-004,Application Deployment Record,EXECUTION RECORD,F16.04.A04,NATIVE,Operate,Technology Service|Application|Environment|Incident|Change|Configuration Item,F16,Technology Resource / Service [AGG-24-TECHNOLOGY-RESOURCE],Execution Record|Evidence Panel,business/solution requirements|technology standards|approved access grants|service demand|supplier contracts,business services|identity/access provisioning|cybersecurity|data platforms|asset/finance/vendor management,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F16.04-PROFESSIONAL,Application Manager,,Workforce & Digital — F16,JP-F16.04-PROFESSIONAL,reconciled-employment-profile,WP-W8-F16.04-PROFESSIONAL-005,Application Maintenance Record,EXECUTION RECORD,F16.04.A05,NATIVE,Operate,Technology Service|Application|Environment|Incident|Change|Configuration Item,F16,Technology Resource / Service [AGG-24-TECHNOLOGY-RESOURCE],Execution Record|Evidence Panel,business/solution requirements|technology standards|approved access grants|service demand|supplier contracts,business services|identity/access provisioning|cybersecurity|data platforms|asset/finance/vendor management,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F16.04-PROFESSIONAL,Application Manager,,Workforce & Digital — F16,JP-F16.04-PROFESSIONAL,reconciled-employment-profile,WP-W8-F16.04-PROFESSIONAL-006,Application Retirement Record,HANDOVER / CLOSEOUT PACKAGE,F16.04.A06,NATIVE,Operate,Technology Service|Application|Environment|Incident|Change|Configuration Item,F16,Technology Resource / Service [AGG-24-TECHNOLOGY-RESOURCE],Package Workspace|Completeness Checklist,business/solution requirements|technology standards|approved access grants|service demand|supplier contracts,business services|identity/access provisioning|cybersecurity|data platforms|asset/finance/vendor management,"Controlled completeness set with acceptance, outstanding items, evidence and closure provenance",candidate-explicit
EJOB-F18.11-PROFESSIONAL,Application Security Engineer,,Workforce & Digital — F18,JP-F18.11-PROFESSIONAL,reconciled-employment-profile,WP-W8-F18.11-PROFESSIONAL-001,Application Threat Model,CASE / ASSESSMENT,F18.11.A01,NATIVE,Operate,Security Policy|Asset|Vulnerability|Alert|Cyber Incident|Third Party|Cryptographic Material,F18,Vulnerability / Patch [AGG-24-VULNERABILITY],Case Workspace|Assessment Form|Evidence Panel,technology/assets|identity/access authority|threat/vulnerability intelligence|security policy|supplier/solution context,IT/security changes|incident response|risk/compliance|supplier remediation|access reviews/cryptographic services,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F18.11-PROFESSIONAL,Application Security Engineer,,Workforce & Digital — F18,JP-F18.11-PROFESSIONAL,reconciled-employment-profile,WP-W8-F18.11-PROFESSIONAL-002,Application Security Scan Result,INSPECTION / TEST,F18.11.A02|F18.11.A03,NATIVE,Operate,Security Policy|Asset|Vulnerability|Alert|Cyber Incident|Third Party|Cryptographic Material,F18,Vulnerability / Patch [AGG-24-VULNERABILITY],Test / Inspection Workbench|Evidence Panel,technology/assets|identity/access authority|threat/vulnerability intelligence|security policy|supplier/solution context,IT/security changes|incident response|risk/compliance|supplier remediation|access reviews/cryptographic services,"Inspection/test basis, method, result, evidence, performer/reviewer and acceptance status",candidate-explicit
EJOB-F18.11-PROFESSIONAL,Application Security Engineer,,Workforce & Digital — F18,JP-F18.11-PROFESSIONAL,reconciled-employment-profile,WP-W8-F18.11-PROFESSIONAL-003,Application Security Test Result,INSPECTION / TEST,F18.11.A04,NATIVE,Operate,Security Policy|Asset|Vulnerability|Alert|Cyber Incident|Third Party|Cryptographic Material,F18,Vulnerability / Patch [AGG-24-VULNERABILITY],Test / Inspection Workbench|Evidence Panel,technology/assets|identity/access authority|threat/vulnerability intelligence|security policy|supplier/solution context,IT/security changes|incident response|risk/compliance|supplier remediation|access reviews/cryptographic services,"Inspection/test basis, method, result, evidence, performer/reviewer and acceptance status",candidate-explicit
EJOB-F18.11-PROFESSIONAL,Application Security Engineer,,Workforce & Digital — F18,JP-F18.11-PROFESSIONAL,reconciled-employment-profile,WP-W8-F18.11-PROFESSIONAL-004,Application Security Remediation,CHANGE,F18.11.A05,NATIVE,Operate,Security Policy|Asset|Vulnerability|Alert|Cyber Incident|Third Party|Cryptographic Material,F18,Vulnerability / Patch [AGG-24-VULNERABILITY],Change Workspace|Impact Assessment,technology/assets|identity/access authority|threat/vulnerability intelligence|security policy|supplier/solution context,IT/security changes|incident response|risk/compliance|supplier remediation|access reviews/cryptographic services,"Baseline, impact assessment, authority decision, implementation and verification evidence",candidate-explicit
EJOB-F15.12-PROFESSIONAL,Benefits Specialist,,Workforce & Digital — F15,JP-F15.12-PROFESSIONAL,reconciled-employment-profile,WP-W8-F15.12-PROFESSIONAL-001,Benefit Enrollment,TRANSACTION / COMMITMENT,F15.12.A01,NATIVE,Operate,Person|Worker Relationship|Position|Job Profile|Candidate|Payroll Period,F15,Payroll / Compensation [AGG-18-PAYROLL],Transaction Workspace|Approval Panel,organisation strategy|approved positions|worker/candidate data|compensation/benefit policy|learning/compliance requirements,worker/position assignments|payroll/finance|IAM provisioning handoffs|learning/performance|management decisions,"Counterparty/terms/authority with immutable issue, execution, amendment and completion history",candidate-explicit
EJOB-F15.12-PROFESSIONAL,Benefits Specialist,,Workforce & Digital — F15,JP-F15.12-PROFESSIONAL,reconciled-employment-profile,WP-W8-F15.12-PROFESSIONAL-002,Benefit / Pension / Insurance Administration Record,EXECUTION RECORD,F15.12.A02,NATIVE,Operate,Person|Worker Relationship|Position|Job Profile|Candidate|Payroll Period,F15,Payroll / Compensation [AGG-18-PAYROLL],Execution Record|Evidence Panel,organisation strategy|approved positions|worker/candidate data|compensation/benefit policy|learning/compliance requirements,worker/position assignments|payroll/finance|IAM provisioning handoffs|learning/performance|management decisions,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F15.12-PROFESSIONAL,Benefits Specialist,,Workforce & Digital — F15,JP-F15.12-PROFESSIONAL,reconciled-employment-profile,WP-W8-F15.12-PROFESSIONAL-003,Benefit Change Record,CHANGE,F15.12.A03,NATIVE,Operate,Person|Worker Relationship|Position|Job Profile|Candidate|Payroll Period,F15,Payroll / Compensation [AGG-18-PAYROLL],Change Workspace|Impact Assessment,organisation strategy|approved positions|worker/candidate data|compensation/benefit policy|learning/compliance requirements,worker/position assignments|payroll/finance|IAM provisioning handoffs|learning/performance|management decisions,"Baseline, impact assessment, authority decision, implementation and verification evidence",candidate-explicit
EJOB-F17.09-PROFESSIONAL,BI Developer,,Workforce & Digital — F17,JP-F17.09-PROFESSIONAL,reconciled-employment-profile,WP-W8-F17.09-PROFESSIONAL-001,BI / Report Requirement,CASE / ASSESSMENT,F17.09.A01,NATIVE,Operate,Data Domain|Dataset|Data Product|Model|AI Use Case|Access Request,F17,Analytics / Reporting [AGG-24-MODEL],Case Workspace|Assessment Form|Evidence Panel,business/data requirements|source systems|data governance policy|approved access grants|model/use-case requirements,business decisions|application/data consumption|AI deployment|governance/assurance|retention/disposition,"Evidence set, assessment rationale, findings, decisions/actions and closure history",candidate-explicit
EJOB-F17.09-PROFESSIONAL,BI Developer,,Workforce & Digital — F17,JP-F17.09-PROFESSIONAL,reconciled-employment-profile,WP-W8-F17.09-PROFESSIONAL-002,BI Report / Dashboard,REPORT / SNAPSHOT,F17.09.A02,NATIVE,Operate,Data Domain|Dataset|Data Product|Model|AI Use Case|Access Request,F17,Analytics / Reporting [AGG-24-MODEL],Report Builder|Snapshot View,business/data requirements|source systems|data governance policy|approved access grants|model/use-case requirements,business decisions|application/data consumption|AI deployment|governance/assurance|retention/disposition,"Point-in-time/as-of snapshot with source data, calculation/filter and publication provenance",candidate-explicit
EJOB-F17.09-PROFESSIONAL,BI Developer,,Workforce & Digital — F17,JP-F17.09-PROFESSIONAL,reconciled-employment-profile,WP-W8-F17.09-PROFESSIONAL-003,Report Validation Record,INSPECTION / TEST,F17.09.A03,NATIVE,Operate,Data Domain|Dataset|Data Product|Model|AI Use Case|Access Request,F17,Analytics / Reporting [AGG-24-MODEL],Test / Inspection Workbench|Evidence Panel,business/data requirements|source systems|data governance policy|approved access grants|model/use-case requirements,business decisions|application/data consumption|AI deployment|governance/assurance|retention/disposition,"Inspection/test basis, method, result, evidence, performer/reviewer and acceptance status",candidate-explicit
EJOB-F17.09-PROFESSIONAL,BI Developer,,Workforce & Digital — F17,JP-F17.09-PROFESSIONAL,reconciled-employment-profile,WP-W8-F17.09-PROFESSIONAL-004,Report Publication Record,EXECUTION RECORD,F17.09.A04,NATIVE,Operate,Data Domain|Dataset|Data Product|Model|AI Use Case|Access Request,F17,Analytics / Reporting [AGG-24-MODEL],Execution Record|Evidence Panel,business/data requirements|source systems|data governance policy|approved access grants|model/use-case requirements,business decisions|application/data consumption|AI deployment|governance/assurance|retention/disposition,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F17.09-PROFESSIONAL,BI Developer,,Workforce & Digital — F17,JP-F17.09-PROFESSIONAL,reconciled-employment-profile,WP-W8-F17.09-PROFESSIONAL-005,Report Maintenance / Change Record,CHANGE,F17.09.A05,NATIVE,Operate,Data Domain|Dataset|Data Product|Model|AI Use Case|Access Request,F17,Analytics / Reporting [AGG-24-MODEL],Change Workspace|Impact Assessment,business/data requirements|source systems|data governance policy|approved access grants|model/use-case requirements,business decisions|application/data consumption|AI deployment|governance/assurance|retention/disposition,"Baseline, impact assessment, authority decision, implementation and verification evidence",candidate-explicit
EJOB-F16.08-PROFESSIONAL,Cloud Engineer,,Workforce & Digital — F16,JP-F16.08-PROFESSIONAL,reconciled-employment-profile,WP-W8-F16.08-PROFESSIONAL-001,Cloud Service Provisioning Record,EXECUTION RECORD,F16.08.A01,NATIVE,Operate,Technology Service|Application|Environment|Incident|Change|Configuration Item,F16,Technology Resource / Service [AGG-24-TECHNOLOGY-RESOURCE],Execution Record|Evidence Panel,business/solution requirements|technology standards|approved access grants|service demand|supplier contracts,business services|identity/access provisioning|cybersecurity|data platforms|asset/finance/vendor management,Attributable who/what/when/result record with source context and evidence,candidate-explicit
EJOB-F16.08-PROFESSIONAL,Cloud Engineer,,Workforce & Digital — F16,JP-F16.08-PROFESSIONAL,reconciled-employment-profile,WP-W8-F16.08-PROFESSIONAL-002,Cloud Subscription / Governance Register,REGISTER / SCHEDULE,F16.08.A02,NATIVE,Operate,Technology Service|Application|Environment|Incident|Change|Configuration Item,F16,Technology Resource / Service [AGG-24-TECHNOLOGY-RESOURCE],Enterprise Grid|Collection View,business/solution requirements|technology standards|approved access grants|service demand|supplier contracts,business services|identity/access provisioning|cybersecurity|data platforms|asset/finance/vendor management,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F16.08-PROFESSIONAL,Cloud Engineer,,Workforce & Digital — F16,JP-F16.08-PROFESSIONAL,reconciled-employment-profile,WP-W8-F16.08-PROFESSIONAL-003,Cloud Cost / FinOps Report,REPORT / SNAPSHOT,F16.08.A03,NATIVE,Operate,Technology Service|Application|Environment|Incident|Change|Configuration Item,F16,Technology Resource / Service [AGG-24-TECHNOLOGY-RESOURCE],Report Builder|Snapshot View,business/solution requirements|technology standards|approved access grants|service demand|supplier contracts,business services|identity/access provisioning|cybersecurity|data platforms|asset/finance/vendor management,"Point-in-time/as-of snapshot with source data, calculation/filter and publication provenance",candidate-explicit
EJOB-F16.08-PROFESSIONAL,Cloud Engineer,,Workforce & Digital — F16,JP-F16.08-PROFESSIONAL,reconciled-employment-profile,WP-W8-F16.08-PROFESSIONAL-004,Cloud Resource Optimisation Plan,PLAN / STRATEGY,F16.08.A04,NATIVE,Operate,Technology Service|Application|Environment|Incident|Change|Configuration Item,F16,Technology Resource / Service [AGG-24-TECHNOLOGY-RESOURCE],Object Workspace|Structure Browser|Enterprise Grid,business/solution requirements|technology standards|approved access grants|service demand|supplier contracts,business services|identity/access provisioning|cybersecurity|data platforms|asset/finance/vendor management,"Versioned plan/strategy with assumptions, ownership, review, approval and effective-date provenance",candidate-explicit
EJOB-F15.11-PROFESSIONAL,Compensation Specialist,,Workforce & Digital — F15,JP-F15.11-PROFESSIONAL,reconciled-employment-profile,WP-W8-F15.11-PROFESSIONAL-001,Compensation Benchmark Analysis,REPORT / SNAPSHOT,F15.11.A01,NATIVE,Operate,Person|Worker Relationship|Position|Job Profile|Candidate|Payroll Period,F15,Payroll / Compensation [AGG-18-PAYROLL],Report Builder|Snapshot View,organisation strategy|approved positions|worker/candidate data|compensation/benefit policy|learning/compliance requirements,worker/position assignments|payroll/finance|IAM provisioning handoffs|learning/performance|management decisions,"Point-in-time/as-of snapshot with source data, calculation/filter and publication provenance",candidate-explicit
EJOB-F15.11-PROFESSIONAL,Compensation Specialist,,Workforce & Digital — F15,JP-F15.11-PROFESSIONAL,reconciled-employment-profile,WP-W8-F15.11-PROFESSIONAL-002,Salary Range / Pay Structure,STRUCTURE / BREAKDOWN,F15.11.A02,NATIVE,Operate,Person|Worker Relationship|Position|Job Profile|Candidate|Payroll Period,F15,Payroll / Compensation [AGG-18-PAYROLL],Structure Browser|Enterprise Grid,organisation strategy|approved positions|worker/candidate data|compensation/benefit policy|learning/compliance requirements,worker/position assignments|payroll/finance|IAM provisioning handoffs|learning/performance|management decisions,"Versioned hierarchy/structure with element identity, relationships, effectivity and approval provenance",candidate-explicit
EJOB-F15.11-PROFESSIONAL,Compensation Specialist,,Workforce & Digital — F15,JP-F15.11-PROFESSIONAL,reconciled-employment-profile,WP-W8-F15.11-PROFESSIONAL-003,Salary Review / Adjustment Decision,DECISION / APPROVAL,F15.11.A03,NATIVE,Operate,Person|Worker Relationship|Position|Job Profile|Candidate|Payroll Period,F15,Payroll / Compensation [AGG-18-PAYROLL],Decision Workspace|Approval Panel,organisation strategy|approved positions|worker/candidate data|compensation/benefit policy|learning/compliance requirements,worker/position assignments|payroll/finance|IAM provisioning handoffs|learning/performance|management decisions,"Decision, approver/authority, rationale, conditions, date and affected objects",candidate-explicit
EJOB-F15.11-PROFESSIONAL,Compensation Specialist,,Workforce & Digital — F15,JP-F15.11-PROFESSIONAL,reconciled-employment-profile,WP-W8-F15.11-PROFESSIONAL-004,Bonus Award / Calculation,CALCULATION / MODEL,F15.11.A04,NATIVE,Operate,Person|Worker Relationship|Position|Job Profile|Candidate|Payroll Period,F15,Payroll / Compensation [AGG-18-PAYROLL],Calculation Workbench|Enterprise Grid,organisation strategy|approved positions|worker/candidate data|compensation/benefit policy|learning/compliance requirements,worker/position assignments|payroll/finance|IAM provisioning handoffs|learning/performance|management decisions,"Versioned calculation/model with inputs, assumptions, method, scenario and result provenance",candidate-explicit
EJOB-F16.17-PROFESSIONAL,Configuration Manager,,Workforce & Digital — F16,JP-F16.17-PROFESSIONAL,reconciled-employment-profile,WP-W8-F16.17-PROFESSIONAL-001,Configuration Item Register,REGISTER / SCHEDULE,F16.17.A01,NATIVE,Operate,Technology Service|Application|Environment|Incident|Change|Configuration Item,F16,Technology Change / Release [AGG-24-TECHNOLOGY-CHANGE],Enterprise Grid|Collection View,business/solution requirements|technology standards|approved access grants|service demand|supplier contracts,business services|identity/access provisioning|cybersecurity|data platforms|asset/finance/vendor management,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F16.17-PROFESSIONAL,Configuration Manager,,Workforce & Digital — F16,JP-F16.17-PROFESSIONAL,reconciled-employment-profile,WP-W8-F16.17-PROFESSIONAL-002,Configuration Relationship Map,STRUCTURE / BREAKDOWN,F16.17.A02,NATIVE,Operate,Technology Service|Application|Environment|Incident|Change|Configuration Item,F16,Technology Change / Release [AGG-24-TECHNOLOGY-CHANGE],Structure Browser|Enterprise Grid,business/solution requirements|technology standards|approved access grants|service demand|supplier contracts,business services|identity/access provisioning|cybersecurity|data platforms|asset/finance/vendor management,"Versioned hierarchy/structure with element identity, relationships, effectivity and approval provenance",candidate-explicit
EJOB-F16.17-PROFESSIONAL,Configuration Manager,,Workforce & Digital — F16,JP-F16.17-PROFESSIONAL,reconciled-employment-profile,WP-W8-F16.17-PROFESSIONAL-003,Configuration Audit / Baseline Verification,INSPECTION / TEST,F16.17.A03,NATIVE,Operate,Technology Service|Application|Environment|Incident|Change|Configuration Item,F16,Technology Change / Release [AGG-24-TECHNOLOGY-CHANGE],Test / Inspection Workbench|Evidence Panel,business/solution requirements|technology standards|approved access grants|service demand|supplier contracts,business services|identity/access provisioning|cybersecurity|data platforms|asset/finance/vendor management,"Inspection/test basis, method, result, evidence, performer/reviewer and acceptance status",candidate-explicit
EJOB-F18.14-PROFESSIONAL,Cryptography & PKI Specialist,,Workforce & Digital — F18,JP-F18.14-PROFESSIONAL,reconciled-employment-profile,WP-W8-F18.14-PROFESSIONAL-001,Cryptographic Key Register / Custody Record,REGISTER / SCHEDULE,F18.14.A01,NATIVE,Operate,Security Policy|Asset|Vulnerability|Alert|Cyber Incident|Third Party|Cryptographic Material,F18,Access / Security Authority [AGG-01-ACCESS-GRANT],Enterprise Grid|Collection View,technology/assets|identity/access authority|threat/vulnerability intelligence|security policy|supplier/solution context,IT/security changes|incident response|risk/compliance|supplier remediation|access reviews/cryptographic services,"Governed entries with owner, status, dates, source references and immutable change history",candidate-explicit
EJOB-F18.14-PROFESSIONAL,Cryptography & PKI Specialist,,Workforce & Digital — F18,JP-F18.14-PROFESSIONAL,reconciled-employment-profile,WP-W8-F18.14-PROFESSIONAL-002,Certificate / PKI Record,CERTIFICATE / FORMAL ATTESTATION,F18.14.A02|F18.14.A04,NATIVE,Operate,Security Policy|Asset|Vulnerability|Alert|Cyber Incident|Third Party|Cryptographic Material,F18,Access / Security Authority [AGG-01-ACCESS-GRANT],Attestation Workspace|Evidence Panel,technology/assets|identity/access authority|threat/vulnerability intelligence|security policy|supplier/solution context,IT/security changes|incident response|risk/compliance|supplier remediation|access reviews/cryptographic services,"Formal attestation with issuer, authority, scope, date, evidence and validity",candidate-explicit
